P,S
오늘 회식자리에 사장님도 오시는데 아닌 척하고 팀장님의 실수를 흘릴 거야.,말씀하신 방법으로 기분이 나아지길 바라요.
유독 나한테만 그러니까 나쁜 감정까지 생겨.,이럴 때 기분이 조금 나아질 방법이 혹시 있을까요?
좋아하는 음식이 뭔지 알고 싶어서 물어본 것뿐인데 너무 퉁명스러웠어.,사용자님이라면 더 좋은 분을 만날 수 있을 거예요.
아내에게 애기했더니 많이 걱정하더라고.,건강관리 잘 하셨으면 좋겠어요.
다른 일을 찾아서 또 열심히 해봐야지.,다시 힘을 내시는 모습이 좋아 보이네요.
안 만났으면 좋겠는데 작은 딸한테 큰 위로가 되나봐 어떡하면 둘이 헤어질 수 있을까?,너무 걱정하지 말아요 십년 사귀다가도 헤어질 수 있으니까요.
누군가가 옆에서 도와주었으면 해.,도움의 손길이 필요하시군요.
친구는 알아서 하게 두고 나는 아내랑 한 잔 하면서 쉴래.,아내와 즐거운 시간을 보내며 기분이 나아졌으면 좋겠어요.
아들에게 문자를 해봐야겠어!,아드님이 빨리 오셨으면 좋겠어요!
우선 최대한 침착하게 이성적으로 사실을 전하고 싶어.,원하시는 대로 잘 이야기 했으면 좋겠어요.
혹시 민망해 할까봐 못하고 있었는데 지금 당장 연락을 해봐야겠어.,큰형과의 통화로 일이 잘 해결되기를 바라요.
마침 내가 제일 좋아하는 식당이 이 근처니깐 거기서 식사를 하고 가야겠어.,식사로 짜증이 나아졌으면 좋겠어요.
나에게 잘 해왔다고 앞으로도 잘할 거라고 위로해줬으면 좋겠어.,잘 해왔다고 위로를 듣고 싶으셨나 보네요.
친구의 고민을 해결 할 수 있는 상담소를 추천 해줄래요.,친구의 고민해결과 동시에 지친 마음을 달랠 수 있었으면 좋겠어요.
여직원의 당당한 태도가 싫어서라도 팀장의 아내에게 이 사실을 알리려고 해.,사용자님의 다짐으로 일이 잘 해결되었으면 좋겠네요.
뒤에서 몰래 신고하거나 조금씩 도와주는 게 가장 나을 것 같아.,그 도움이 피해자에게도 도움이 되어서 기분이 나아졌으면 좋겠어요.
신입 사원에게 따로 오피스 능력을 익혀 오라고 해야겠어.,신입 사원이 이력서에 쓰여 있는 만큼 성장하길 바랄게요.
방법들을 찾아보면서 아내에게 우리끼리도 행복 할수 있다고 얘기해 줘야겠어.,좋은 생각인 것 같아요. 결과가 좋기를 바랄께요
아니 괜히 싸움이 될까 봐 얘기 못 하고 있지.,부인이 나의 마음을 잘 모르시는 건 아닐까요?
칫솔과 치약을 바꿔봐야겠어.,칫솔과 치약을 바꿔서 소원하는 대로 되길 바라요.
다들 회사생활을 잘하고 있다고 생각하기 때문에 말하기가 쉽지 않아.,솔직하게 털어놓는 것이 어려운 것으로 보이는군요
친구들과 대화를 하거나 같이 할 수 있는 게임을 통해 친해질 수 있도록 노력해봐야겠어.,친구들과 게임을 통해 놀면 친해질 수 있을 거예요.
취업 박람회에서 설문 조사했는데 취업했냐고 자꾸 전화 오더라고.,설문 조사한 번호로 자꾸 전화가 오는 거군요.
평생 일만 했는데 시한부 판정을 받았어.,정말 받아들이기 힘드시겠어요.
친구들이 말도 안 되는 얘기를 하면 나도 똑같이 해서 더 이상 시비를 걸지 않게 해야겠어.,친구들이 더 이상 시비를 걸지 않았으면 좋겠어요.
그래서 지금 피곤해 죽겠어.,자리를 옮겨서 주무시는 것도 좋겠어요.
목걸이 말고 팔찌를 차는 건 어떠냐고 아들한테 이야기해야겠어.,아들과 대화가 잘 풀렸으면 좋겠어요.
누나한테 양보할 수 밖에 없는 제안을 해야겠어.,제안이 꼭 성공해서 게임을 할 수 있기를 바라요.
그럼 로또 번호 좀 불러줘,로또 번호는 아무도 모른답니다. 
삼 개월만 더 버티고 이직하려고 하는데 괜찮겠지?,부당한 업무를 강요해 이직하실 생각이시군요.
남편과 직접 대화해서 정확한 사실을 확인해야겠어.,남편과의 일이 원만히 풀렸으면 좋겠네요.
일단 나가서 친구들과 언니 욕을 하고 와야겠어.,친구들과 이야기를 하며 기분이 풀렸으면 좋겠어요.
남자친구한테 앞으로 그러지 않았으면 좋겠다고 진지하게 말해야겠어.,남자친구와의 대화가 잘 풀리길 바라요.
아내에게 차분히 말해달라고 말해봐야겠어.,아내 분에게 더 나은 대화가 되었으면 좋겠어요.
돈이라도 있었으면 좋았을거야.,잘 해결되시길 응원할게요.
가족의 평화를 위해 참는 게 최선이야.,가족의 평화를 위해 참으셔서 화목한 가정이 되시길 바라요.
자식들 키우는데 다 들어간 것 같은데 너무 짜증 나.,남는 돈이 없다니 정말 짜증 나실 것 같네요.
친구들한테 언니 욕 좀 하고 와야겠어.,친구들과의 대화로 기분이 풀렸으면 좋겠어요.
아무래도 아들과 진지하게 이야기해 봐야겠어.,아드님과 이야기 나누시고 좋은 결과가 있으시길 바라요.
나도 확 무시해버려?,맞대응은 좋은방법은 아닌것같습니다
돈이 많이 든다고 여행도 안가고 밥도 안 먹으러 가더라고.,오래 알고 지낸 친구들이 정 없이 자꾸 돈에만 목을 매서 화가 나시겠어요.
일단 남자친구에게 왜 거짓말을 하고 클럽에 갔는지 솔직하게 말하라고 할 거야.,남자친구의 솔직한 대답을 원하는군요.
부모님이랑 남자 친구랑 다 같이 식사 자리를 마련해서 남자 친구 어필을 좀 해야겠어.,부모님이 남자 친구를 마음에 들어 하셨으면 좋겠어요.
결국 지각했고 점수 깎이게 생겼는데 정말 사람한테 실망한건 처음이야.,실망스러울 정도로 마음이 많이 상하셨나보네요.
그 할머니들 분해하는 모습을 보니 기분이 좋더라고.,다음에도 같은 방법으로 대처하면 좋을 것 같아요.
나트륨 없이 맛을 낼 수 있는 향신료를 찾아보려고 해.,꼭 입에 맞는 향신료를 찾았으면 좋겠어요.
일단 남자친구한테 다른 걸 해보자고 솔직히 말해보려고.,대화를 통해 일이 잘 해결되었으면 좋겠어요.
잘 모를거야.,인터넷이나 유튜브에서 마사지 방법을 찾아보시는 것을 추천드려요.
아직은 잘 모르겠어.,아직은 알수 없나보네요.
그래도 계속해서 당뇨를 치유해야겠어.,건강상의 어려움이 빨리 해결되면 좋겠어요.
키워준 공도 모르니까 역겹고 위선적이라는 생각이 들었지.,친구의 상황을 보니 자식들이 나쁘단 생각이 드셨군요?
신혼부부 시기부터 관리해서 건강한 아이를 가지려고 준비하는 사람들도 많더라고.,조만간 아기 천사가 찾아오길 기도할게요.
아침에 눈 뜨자마자 공복에 먹어야 한다니 여간 귀찮은 일이 아냐.,꾸준하게 관리하시면 건강을 유지하실 수 있군요.
친구에게 돈을 빌려달라는 전화는 부담스러우니 더 하지 말라고 말할 계획이야.,잘 말씀하셔서 일이 해결되었으면 좋겠어요.
친구들에게는 미안하지만 확실하게 말하는 게 좋을 것 같아.,친구들과의 대화를 통해 잘 풀어나가셨으면 좋겠어요.
다음부터는 딴 데에서 상담 받아야지.,좋은 생각이네요.
내가 너무 방어적이진 않은가 하는 생각도 들지만 이상한 사건사고가 많다  듣다보니 그렇게 되나봐.,나중에 곤란한 상황이 발생하는 것 보다는 매사 조심스럽게 한번 생각하는 것도 좋을 거 같네요.
뻔뻔하게 행동하는 약사가 너무 괘씸해서 경찰에 고발하려고.,좋은 결과가 있기를 바라요.
그냥 잊어버리고 책을 읽어야겠어.,책을 읽으며 기분이 나아지시기를 바라요.
어떻게 해주어야 할지를 잘 모르겠어.,어떻게 해야 남편분이 마음의 평정을 되찾으실 수 있을까요?
차 한잔 마시면서 음악이나 들을까봐.,기분이 꼭 나아지셨으면 좋겠네요.
투자한 자금을 가능한 한 빨리 회수하여 대출금을 갚고 앞으로는 여윳돈만 투자할 수 있도록 남편을 설득해 봐야겠어.,여윳돈으로 주식에 투자하도록 남편을 설득하기로 하셨군요.
연금으로만 생활하는데 생활하기가 빠듯하거든.,생활비도 많이 드는데 힘드시겠어요.
친구들과 함께 놀러가서 힐링을 하는게 도움이 돼. ,친구들과 놀러 가시기로 생각하셨군요.
내가 저 노인회는 꼭 고발을 해야 기분이 좋아지겠어.,용기를 낸 고발을 통해 상황이 잘 해결이 되었으면 좋겠어요.
기다려준 만큼 이제는 대화로 풀어나가서 문제점을 찾아봐야겠어.,묵묵히 기다리셨는데 이젠 직접적으로 얘기해보기로 했네요.
화를 넘어 분노하는 심정이야.,그런 심정이시군요.
다시 한번 남편과 얘기를 해서 설득해 볼래.,대화를 통해 잘 해결되었으면 좋겠어요.
떨어져도 연락은 준다고 하니깐 아직 희망이 있으니 기다려봐야지.,합격하시길 바라요.
역시 엄마한테 내 입장이랑 감정을 솔직하게 말해야겠어.,어머니와의 대화로 잘 풀렸으면 좋겠어요.
몰라요즘 시큰둥한거 같더니 그놈 때문이였나봐,힘내시고 만약 갈라서시더라도 게이트볼같은 새로운 즐거움을 찾으시면 도움이되실거에요
돈에 시달리는 현실에 분노가 치밀어.,화가 많이 나셨군요.
나에게도 분명 그런 시간이 필요할거야.,자기만의 시간으로 편안해지면 좋겠네요.
나는 그렇게 뻔뻔하게 행동 못 하겠던데 다들 대단해 참.,마음이 불편하시군요.
그럴지도 모르지 차라리 지금은 가만 놔두는게 나을지도 몰라.,네 이 시기가 잘 지나갔으면 좋겠네요.
지금은 최대한 남편 옆에서 건강이 회복될 때까지 간호해야할 것 같아.,남편분이 어서 빨리 건강을 되찾아서 상황이 나아졌으면 좋겠어요.
성적 좀 떨어졌다고 사람을 잡네 잡어.,다음에는 성적이 꼭 오르리라 믿어요.
분명히 같이 내자고 했었는데 지갑을 안 들고 나온건 일부러 그런게 분명해.,같이 돈을 내자고 했는데 혼자 내서 화가 나시겠어요.
다시는 이런 일이 없도록 남편에게 강경하게 말할 거야.,남편과의 대화를 통해 문제가 잘 해결되었으면 좋겠네요.
이미 연락을 해봤는데 답이 없어.,연락이 안 되어 답답하실 것 같아요.
화가 나서 복수하고 싶어.,다른 동료들에게 위로를 받는다면 기분이 어떻게 바뀔까요?
지금처럼 그냥 계속 연락 안하고 헤어져야지.,헤어짐이 잘 마무리 되었으면 좋겠어요.
결혼까지 하고 본가로 돈도 빼돌려야지.,바라는 대로 이루어지시길 바랄게요.
고쳐질진 모르지만 일단 시원하게 말이라도 해봐야겠어.,여자 친구와의 대화로 잘 해결되었으면 좋겠어요.
친구들이랑 술 한잔 하면서 이야기를 나눠봐야겠어.,친구들과의 대화가 잘 풀렸으면 좋겠어요.
상사에게 다시 이야기해서  다시는 그 직원이 그러지 못하도록 그 팀 상사에게 말하도록 하겠어.,상사님과 이야기 잘 하시고 사용자님의 기분이 풀리셨으면 좋겠어요.
친척분들께 대강의 정보만 알려드리고 자세한 경로는 스스로 알아보시라고 말씀드릴 거야.,그렇게 해서 마음이 좀 편안해지시면 좋겠어요.
이젠 나도 너무 지치고 몸도 아파서 아무것도 해줄 수가 없어.,이 문제로 상의할 수 있는 사람이 있었으면 좋겠네요.
그런데 아프지도 않은데 검사하려니까 좀 아깝더라.,그래도 가래로 막을 거 호미로 막는 게 나은 거예요.
병원에서 처방받은 약을 먹고 있어.,나이가 들어서 건강을 잃은 기분이라 속상하시겠네요.
내 물건을 쓸 때마다 돈을 달라고 해야겠어.,지금의 방법으로 상황이 나아지길 바라요.
그래서 시한부 판정을 받다보니 의사에 대해 분노가 쌓였어.,앞으로 어떻게 하실건가요?
언젠가 밝아질 미래를 생각하며 열심히 일하다 보면 소득이 좋아져 살 길이 생길거야.,노후 준비에 대해 응원할게요.
아들과 충분히 대화로 풀어보고 해결해야겠어.,아드님과의 문제가 잘 해결되시길 바랄게요.
오늘 엄마한테 취업 성공하겠다고 얘기해야겠어.,어머니와 얘기가 잘 됐으면 좋겠어요.
제대로 조금 쉬게 해달라고 말해봐야겠어.,아내분에게 대화로 잘 해결되었으면 좋겠어요.
응 참고 버티면 언젠가는 차별 안하실 거야.,기분이 나아지시길 바랄게요.
사이버 수사대에 의뢰해보려고 해.,범인을 찾아 진실을 밝히려고 하시는군요.
자식이 있는 친구들과 수다를 떨면서 풀어야겠어.,수다를 통해 기분이 풀리길 바라요.
누나의 고등학교 생활에서 공부했던 방법을 나에게 강요하면서 한심하게 느끼는 말투로 나에게 상처 주는 말을 하거든.,누나의 말로 상처를 받고 성가시다는 느낌을 받으시는군요.
이번에 승진할줄 알았는데 못했어.,승진을 못하셨군요.
직접적으로 말해야겠어.,직접 말씀하시고 아내 분께서 이해해주시면 좋겠어요.
어떻게 말을 해야 기분 나쁘지 않게 말할 수 있을까?,어떻게 말할지 정말 고민될 것 같아요
응 안 그래도 몸도 힘들어 죽겠는데 귀찮아.,잘 해결되시길 바랄게요.
남편하고 대화가 부족했던 것 같아.,대화를 자주 나누다 보면 서로 이해하는 데 도움이 많이 되지 않을까요?
역시 복수보다는 용서해주는 게 좋겠지?,용서하는 것도 한 방법이 될 것 같아요.
친구가 괴롭힘 당할 때 더 이상 가만히 있지 않을 거야.,지금의 다짐으로 기분이 나아지길 바라요.
벌써 집안 어른들은 대놓고 불참 선언하고 있어.,어른들도 참석하시지 않는군요.
항상 나만 열심히 하는 것 같아.,직장에서 나만 안달하는 것 같은 기분이 드셨나보네요.
버거운 건 둘째치고 청소하고 있는 현실이 서럽고 화가 나.,많이 힘들겠어요.
무슨 일이 있으셨나요?,여자친구가 바람을 피웠어.
후회는 그만하고 다른 학교에서 열심히 해서 만족스러운 결과 받아야지.,만족스러운 결과가 있으면 좋겠네요.
나름으로 열심히 해왔다고 생각하는데 크게 성과는 없어.,성과가 얼른 나타나지 않고 있군요.
지금 굉장히 짜증나지만 엄마한테 차분하게 내가 서운했던 점에 대해 말해야겠어.,엄마와 대화를 통해 잘 해결되었으면 좋겠네요.
생각해봤는데 엄마한테 먼저 오랜만에 가족외식을 하는게 어떤지 물어보려고.,잘 생각하셨어요 그렇게 해서 가족관계가 나아지시면 좋을 것 같아요.
동생을 혼내기 보단 잘 타이르면 이르지 않을 것 같다는 생각이 들어!,동생과의 대화를 통해서 원하던 결과가 있었으면 좋겠어요.
다음부터는 사과를 받아주는 것이 아니라 절교하겠다고 말할 거야.,친구 관계를 단호하게 하려는 모습이네요.
내일은 조용히 해달라고 말해봐야겠어.,얘기하면 친구들도 조용히 해줄 거예요.
여자 친구랑 차분하게 이 문제에 대해서 이야기를 해야겠어.,여자 친구와의 대화로 상황이 나아지기를 바라요.
내일 친구가 왜 그랬는지 물어봐야겠어.,친구 분과 좋게 화해하시면 좋겠네요.
일단 자식들에게 말해야지.,자식들에게 말해서 문제가 해결되었으면 좋겠네요.
일부러 계속 실수해서 못시키도록 해야겠어.,과장님이 앞으로 잔심부름을 안 시키면 좋겠네요.
엄마 아빠도 좀 찾아보라 해야겠어.,부모님과 잘 해결하시길 바라요.
짜증이 날 때 그림을 그리면 화가 풀려.,그림을 그리면 기분이 나아지시는군요.
정중하게 내가 할 범위의 업무가 아닌 것 같다고 말해야겠어.,대화로 잘 해결하셨으면 좋겠어요.
무슨 춤을 추는데 가자고 하는데 난 흥미가 없어.,정말 귀찮고 짜증날만 하시네요.
일단 맛있는 걸 먹는 게 좋겠어.,좋아하는 음식으로 상처를 잊으시길 바랄게요.
우선 친구한테 전화해서 고민상담이나 해야겠어.,친구와 대화를 통해 기분이 괜찮아졌으면 좋겠어요.
모르는 번호로 전화가 오면 받지 말아야겠어.,좋은 생각이에요.
당분간 아내와의 접촉을 최소한으로 줄이는 것이 좋겠어.,아내와의 접촉을 줄여서 관계가 회복되길 바라요.
미안한 마음을 먼저 표현해봐야겠어.,당신의 마음이 잘 전달되었으면 좋겠네요.
선배로서 실수를 인정하고 신입에게 사과를 해야 기분이 풀릴 것 같아.,사용자님의 방식대로 이야기가 잘 되서 사용자님의 기분도 풀리셨으면 좋겠어요.
동료가 일을 잘 못 해서 옆에서 있으면 스트레스를 받아서.,동료가 일을 못 해서 스트레스를 받았군요.
백화점 고객센터에 항의를 해야겠어.,백화점 고객센터에서 항의를 해서 직원의 태도가 개선되면 좋겠네요.
힘이 안나.,의사가 이미 악화된 병을 더이상 치료할 수 없다고 해서 암담하고 우울하시네요.
그 때도 회피하고 스트레스 받으면서 혼자 힘들어했지.,가까운 사람들과 지금의 고민을 함께 나눌 수 있었으면 좋겠어요.
말만 걸어도 울컥하는데 정말 어떻게 하지?,이 부분에 대해 도움을 요청할 수 있는 사람이 있을까요?
어머니 친구분들께 요즘 세상이 바뀌어서 딸이 더 귀하다는 걸 말씀드리라고 부탁해 봐야겠어.,그거 좋은 방법이네요 들으시고 시어머니가 많이 동감 하시기를 바래요.
반가우면서도 화가 나는 내 마음을 알아줬으면 좋겠어.,아들과 얘기가 잘되어서 서운한 감정이 사라지길 바라요.
주변이 시끄럽긴 해도 들었을 텐데.,친구들과 오해가 있다면 빨리 풀었으면 좋겠어요.
잘 해결 되실거에요.,엄마가 자꾸 자기 말대로 하라는거 진짜 화난다.
내 친구들은 다 잘 살아서 노후 대비를 잘해두었더라고.,친구분들은 이미 노후 대비를 시작하셨군요.
의사선생님의 말씀을 잘 들어서 병이 호전되게 노력할거야.,병이 하루 빨리 호전 되어서 가족들과 관계도 좋아졌으면 좋겠어요.
찾을 수도 없으니 그저 여기서 다시 새로 시작할 수밖에 없어.,앞으로는 좋은 일만 있으시길 바랄게요.
장모님이 전업주부시니까 부탁해 봐야겠어.,그 방법으로 문제가 잘 해결되었으면 좋겠어요.
검진 하는 병원에 한번 물어봐야겠어.,아마 도움이 될 거에요.
부모님께 진지하게 말해보려고 생각하고 있어.,부모님께서 철수님의 생각을 잘 이해해줬으면 좋겠네요. 
알람을 설정해 두면 빼먹는 일은 없을꺼야 그래야 건강도 빨리 회복 되니깐.,빠짐없이 챙겨 드시면 건강이 빠르게 좋아지실 거예요.
앞으로는 휴식시간도 챙겨야겠어.,좋은 생각이네요.
최소한 불편하게는 하지 말아야지.,마음 편하게 다닐 수 있는 회사를 찾으시길 바랄게요.
앞으로는 파트를 쪼개서 담당 부분을 각자 발표하고 참여 안하면 점수를 못받아도 그냥 제출할거야.,의견을 물어볼 수 있는 조원이 있으면 좋겠어요.
아들과 직접 만나 더 자세히 얘기를 해봐야겠어.,아들과 의견이 통일되면 좋겠어요.
누구하고든 속 시원하게 이야기하고 싶어.,답답한 마음을 이야기로 털어내고 싶으시군요.
아무리 얘기해도 반응이 없더라고.,가족들이 관심이 없는 느낌이라 화가 나셨겠어요.
다들 열심히 하는데 붙을 수 있을까?,자신을 믿고 나아가 보세요.
뵙기 싫을 땐 그냥 솔직히 말해야겠어.,시어머니와의 일이 좋게 마무리되셨으면 좋겠어요.
요즘 시술받거나 기저귀를 파니깐 사다 써야지,방법이 있긴 하지만 나이들면 말 못한 어려움이 많이 있네요
그냥 들어주는 거지.,그것도 좋은 방법인 것 같네요.
앞으로도 관계가 좋아질 일은 없어.,충분히 그럴 수 있어요.
남자친구가 보기에 내가 너무 더럽고 청결하지 않다고 잔소리도 나를 너무 힘들게하거든,결벽증이 심한 남자친구 에 잔소리에 힘들고 짜증이 많이 나시겠어요
자식들 의 상하지 않게 공평하게 나눠 줘야 해.,상속문제로 자식들이 분란이 없어야 할 거 같아요.
남편도 곧 만회할 수 있다고는 하는데 믿음이 안 가니 말이지.,조금만 마음을 여유롭게 가져보시고 상황을 극복하시길 바랄게요.
데리고 오지 못 했어 나도 내 재정상황이 안 좋아서.,정말 안타까운 상황이네요.
날을 잡고 진지하게 아직은 누굴 만나고 싶지 않다고 말해보려고 해.,대화를 통해 더 나은 방향으로 해결이 되었으면 좋겠어요.
공부 잘하는 친구에게 물어봐야겠어.,친구에게 도움을 받아 숙제를 잘 해결하셨으면 좋겠어요.
맞아 그래서 그 사람에게 이용당하고 있다는 걸 알려줘야겠어,사실을 알려야겠다고 생각하셨군요.
그러고 있는데 계속 못할까봐 불안해 .,아니에요 조금 있으면 계획대로 되실꺼에요 .
아무래도 엄마한테 솔직하게 얘기를 해야겠어.,어머니와의 대화로 잘 해결되었으면 좋겠어요.
나가서 친구랑 수다나 떨면서 기분 전환 해야겠어.,친구와 대화하며 기분 전화되길 바라요.
퇴근과 동시에 전화를 꺼놓아야겠어.,원하시는 대로 잘 해결되면 좋겠어요.
다음에 만났을 때 선물을 하려고 해.,아이와 빨리 친해졌으면 좋겠네요.
젊은청년한테 조금 미안하네.,다음부터는 조금 조심스럽게 말하면 기분 상하지 않고 좋게 끝날 수 있을 것 같아요.
보여주지 않는 것은 그 친구의 자유니깐 내가 할 말은 없는 것 같아.,친구를 향한 서운함이 빨리 풀어졌으면 좋겠네요.
아내도 상심이 큰것 같아.,아내 분에게도 위로가 되어 주셔야 겠어요.
남편이 퇴근하고 오면 진지하게 앞으로의 계획에 대해 이야기 해봐야겠어.,대화를 통해 일이 잘 해결되었으면 좋겠어요.
대부업체에 찾아가서 잘 이야기해봐야겠어.,대부업체와의 대화로 상황이 나아지길 바라요.
친구들과 놀러 다녀와야겠어.,기분이 좀 풀렸으면 좋겠어요.
남편에게 주말에는 쉬게 해달라고 말해야겠어.,남편과의 대화가 잘 풀려서 쉴 수 있었으면 좋겠네요.
나이만 먹고 돈은 없고 허탈해.,노후는 어떻게 준비하면 될까요?
아들의 용돈을 올려줘야 할까?,아들이 반성하는 기미가 보이면 올려주는 것도 좋을 것 같아요.
선생님께 미리 이야기 해둬야겠어.,좋은 생각인것 같아요.
세무서에 가서 폐업신고 상담부터 받아보고 처리해야겠지.,세무서에서 잘 처리되었으면 좋겠어요.
자기 편한 쪽으로만 행동하고 다른 가족들 불편은 생각하지도 않는다니까.,혹시 오빠에게 그 점에 대해 말할 계획을 하고 있나요?
아들이니 잘 타일러 봐야지.,아들과의 대화를 통해서 잘 해결되기를 바라요.
그 사람 결혼한다고 하는데 악의적으로 결혼을 망치고 싶어.,충격적인 소식으로 분노하고 계시군요.
아무래도 친구들이랑 이야기를 해보고 다 같이 찾아가 봐야겠어.,친구들과 함께 이 상황을 잘 풀어나가시길 바라요.
좋은 일로 적금을 깬다고 생각하고 더 이상 생각하지 않으려 해.,그 생각이 당신에게 도움이 되었으면 좋겠네요.
머리 감고 말리고 할 때는 편하기는 한데.,줗은 쪽으로 생각하시길 바랄게요.
응 너무 속상해.,실망감이 컸겠네요.
평소에 내가 하는 일에 대해 자긍심과 책임감을 가져야지.,책임감을 가지고 열심히 해서 지금의 팀장과는 다른 사람이 되었으면 좋겠어요.
회사에서 퇴근하고 집에 들어와도 쳐다보지도 않는다니까.,아들이 생기고 나서 많은 점이 변해서 마음에 차지 않으시군요.
우선은 이혼을 먼저 하는게 좋을 것 같아.,잘 해결되시길 바랄게요.
시원한 차 한 잔 마시고 클래식 음악 좀 들으면서 기분 좀 풀려고.,시원한 차와 클래식 음악으로 기분이 나아지시기를 바랄게요.
남편에게 아이의 성별은 생각한 것과 다르지만 아이를 함께 사랑해주자고 말해야겠어.,남편과의 대화를 통해 일이 잘 해결되었으면 좋겠네요.
앞으로 공부도 열심히하고 아이돌도 좋아하는 모습을 보여준다고 다짐을 해야겠어.,다짐하고 지키는 모습을 보여주면 아버지도 인정해주실거에요.
이 문제에 대해 아내와 진지하게 이야기해봐야겠어.,아내와 이야기해볼 예정이군요.
다양한 직업을 꿈꾸고 있어.,진로에 대한 고민이 많으시겠네요.
빨리 나오라고 재촉하고 있어.,친구가 화장실에서 빨리 나와 이 상황이 해결되기를 바랄게요.
그래서 내가 모은 돈은 절대 남편에게 양보 안 하려고.,자신이 모은 돈에 대해 본인이 쓰셔야 한다고 생각하시는군요.
할머니가 아프셔서 그런 거라고 생각을 하지.,아픈 할머니를 이해하시고 감정이 해결되면 좋겠네요.
약혼자가 받아줄지도 모르겠어 그렇지만 그럴거라고 믿고 싶어.,주변에 함께 의논 할 수 있는 사람이 있었으면 좋겠어요.
무슨 일 때문에 그러시나요?,전혀 안 씻는지 냄새도 나고 사람들한테 함부로 말하고 그래.
이번에는 꼭 합격할거야.,좋은 결과 기대할게요.
내가 잘 할 수 있는 것들을 얘기해.,가족들이 안 믿어줘서 짜증나셨겠어요.
돈 나올 곳은 없는데 나갈 곳만 자꾸 생기니 요즘 살기 어려워.,금리가 올라서 어려움을 느끼시는군요.
화장실 가는 걸 참을 수는 없으니 물을 조금만 마시는 게 좋겠어.,그렇다면 물을 조금만 마시고 마음이 편해지셨으면 좋겠어요.
김 씨의 행동이 도가 지나쳐서 더 이상 봐줄 수가 없어.,주위에 현실적인 조언을 구할 수 있는 사람과 대화로 사건이 잘 풀렸으면 좋겠어요.
왜 남들은 다 하는데 나만 안될까?,더 좋은 직장에 가기 위한 여정일 거예요.
우리 친척 언니가 공부를 잘하니까 한 번 도움을 받아볼까 생각 중이야.,친척언니의 도움을 받으려고 생각하고 있으시군요.
수입은 줄었는데 돈이 나갈 곳은 여전히 많네.,나이가 들어서도 재정때문에 불안하시겠어요.
출장 가서 가족들과 영상 통화라도 해야겠어.,영상 통화로 가족들과 같이 있는 것처럼 느끼셨으면 좋겠어요.
SWOT방식을 활용하라는데 전혀 갈피를 못잡겠어.,힘드시겠지만 현명하게 극복하시길 바래요.
아비라고 챙겨줄지도 모르는 자식들 그런 자식들 나도 필요없어.,그래도 자식은 자식이잔아요. 솔직한 아버님 마음을 얘기해보세요
상대방이랑 가족들까지 모두 엮이니까 너무 복잡해지는 것 같아.,두 사람만의 결혼이 아니라 양가 부모님들까지 모두 계시니 더 어려울 것 같네요. 
일단 홈쇼핑 콜센터에 어디쯤 왔는지 잘못된 건 없는지 확인해봐야 할 거 같아.,빨리 영양제가 도착하길 바라요.
친구랑 같이 전화하고 와야겠어.,친구랑 전화하면서 기분이 나아지면 좋겠네요.
이런 복지가 거지 같은 회사는 퇴사해야겠어.,퇴사해서 화가 나는 상황을 더 이상 안 겪었으면 좋겠네요.
아이 없이 아내와 둘만 여행도 다니고 취미 생활도 하며 살고 싶어.,두 분이서 여가를 즐기며 행복한 인생을 즐기셨으면 좋겠네요.
같이 집 나가서 살 친구들을 찾아봐야겠어.,마음이 잘 맞는 친구들을 잘찾았으면 좋겠어요.
눈이 나빠서 그랬다고 해서 노여움은 풀렸어.,오해가 풀려서 다행입다.
술의 위험성을 좀 뼈저리게 깨닫게 하는 것이 좋을 거 같아.,당신의 방법으로 상황이 나아지길 바라요.
아들과 대화를 해보고 좋은 방향으로 이끌어줘야겠어.,아드님과의 대화가 좋은 방향으로 가길 바라요.
차라리 이런 말을 안했으면 좋겠어.,진심이 잘 전달되었으면 좋겠어요.
내 업무 고과가 좋지 않은 것 같아.,일을 더 열심히 하시면 다음에는 승진하실 거에요.
화가 나긴 하지만 내 아이디어가 충분히 경쟁력이 있는지 시험 해보는 거라고 생각하고 그 친구와 잘 얘기해봐야지.,직장동료와 대화를 통해서 잘 해결되어 좋은 결과가 있기를 바랄게요.
친구들을 불러모아야 겠어.,싸우지 않기를 바라지만 당신을 무시하지 못하도록 뭔가 보여 주는 것도 좋겠네요.
참다 참다 마음에 안 들어서 팀장님한테 이야기 하고 오는 길이야.,팀장님께 말씀 드려서 기분이 나아지면 좋겠네요.
내가 좋아하는 노래를 들으면 기분이 좀 나아질 거 같아.,노래를 들으면서 기분이 좀 나아지는군요.
하지만 오히려 쓸데없는 곳에 돈을 안 쓰게 되는 것 같아.,계획적인 소비가 가능하겠네요.
조건을 걸어야겠어 성적을 올린다든지 그런 거.,꼭 원하는 걸 얻어내셨으면 좋겠어요.
비교만 당하니까 의지도 떨어지고 힘들어,다음부터는 비교 당하지 않도록 충분히 열심히 하고 있다는 것을 보여주도록 해요
대단하긴 합격해야 대단한 거지 앞길이 막막하네.,꾸준히 노력하고 계시니 좋은 결과 있을 거예요.
아무래도 상사에게 따로 말씀드려 봐야겠어.,원하시는 결과가 있길 바랄게요.
멀쩡해 보이는 사람이 노약자석에 앉아있으면 사정을 말하고 양보를 부탁해보려고 해.,꼭 편하게 대중교통을 이용하실 수 있으면 좋겠네요.
