P,S
화가가 되는 것도 나쁘지 않을 것 같아!,화가에 관심 있으신 것 같아요.
친구에게 진지하게 사과하고 얘기해봐야겠어.,하루빨리 친구와 화해해 속상한 마음이 사그라졌으면 좋겠어요.
오늘은 친구들과 만나는걸 미루고 맛있는걸 사서 아빠와 함께 나누어 먹어야겠어.,아버지와 함께 시간을 보내고 슬픈 마음이 사라지길 바랄게요.
늙으면 자연으로 돌아가는게 이치라고 생각해.,저도 동감합니다.
사업을 준비하는 사람들을 위한 정부 지원정책이 있는지 찾아봐야겠어.,정부 지원정책은 어디서 찾아볼 수 있나요?
병원에 다시 가 봐야지 정말 내가 그 병에 걸렸는지 확진을 받아야겠어.,병원에 가셔서 치료가 잘 되시길 바래요.
돈에 집착해서 망하는 사람 많이봐서 그래.,돈 욕심을 최대한 멀리하는게 좋다고 생각하시는거군요?
나도 여유가 있으면 다 해주고 싶지만  대학생 아들 등록금에 들어갈게 많아 서 도와 주기가 쉽지 않아.,아드님 등록금으로 경제적인 부담이 더욱 크시군요.
나를 왜 욕하는지 뭔가 오해가 있는지 알아봐야겠어.,일이 잘 풀려서 즐거운 동아리 생활이 되었으면 좋겠네요.
가족들과 함께 산책을 좀 할까 봐.,즐거운 산책이 되었으면 좋겠어요.
문제점을 찾아보려고. 내일 다시 문제점을 찾아봐서 보완해야지,문제점을 찾고 보완하면 좋은 결과로 이어지겠군요.
그래서 남 몰래 도와주려고 생각중이야.,좋은 생각이시네요.
시간이 약이란 말이 맞는것 같아.,하루빨리 마음을 추스릴수 있길 응원할게요.
어렵지만 내 자신의 장점과 매력을 적극 만들어서 인기를 끌도록 노력할 거야.,자신만의 매력과 장점을 적극 개발해서 인기가 많은 사람이 됐으면 좋겠네요.
내 건강이 너무 걱정이야.,모든 게 잘 될 거에요.
여생을 주변인들과 행복하게 보내야겠어.,지금의 다짐으로 상황이 나아지길 바라요.
내일 강사에게 항의하고 환불 받으려고 해.,항의해서 모두 환불 받으셨으면 좋겠네요.
그래야 원하는 대학에 갈 수 있어.,다음에 더 잘 보실 수 있을 거예요 응원해요.
공부는 나랑 맞지 않는 것 같아.,본인과 맞는 것을 찾아서 하는 것도 나쁘지 않을 것 같아요.
내가 할 수 있는 건 아무것도 없어.,주위에서 지금의 감정을 나눌 수 있는 사람이 있었으면 좋겠어요.
몸 건강과 정신 건강을 모두 얻은 아내의 모습에 자극을 받아 이제라도 나도 같이 나가야겠어.,아내와 함께 몸 건강과 정신 건강을 모두 얻으시길 바랄게요.
관리실에 문의 하니까 고쳐 준다는데 이렇게 하자가 많아서 집값이 많이 내려가겠어.,집값이 하락할까 봐 걱정되시는군요.
좋은 조언 고마워 덕분에 낙심이 줄어들었어.,다음에는 더 좋은 결과를 볼 수 있다고 믿어요.
뭔가 부고 소식 접했을때 내 소식같이 느껴져서 다리에 힘이 풀리더라.,친구의 죽음이 마치 내일처럼 느껴지신거군요?
당을 보충해서 기분을 바꾸는 것도 나쁘지 않거든.,단 걸로 기분 전환 하시고 기운 내시기 바랄게요.
매일 아침 운동으로 하루를 시작해야겠어.,운동으로 하루를 시작해서 우울한 마음이 사라지길 바랄게요.
공부하면 존중받을 수 있을까?,꾸준히 뭔가를 하는 모습을 보면 사람들도 존중할 거예요.
결혼 이야기는 정말 지겨워.,결혼에 대한 어떤 부분이 그렇게 느끼게하나요?
좋은 생각이야.,부모님과 이야기를 해보면 괜찮을거에요.
조금 있다가 장례식에 한번 가보려고.,마음 잘 추스르셨으면 좋겠어요.
자식들이 안 온 지 일 년이 다 되어가.,자녀분들께 연락을 해보셨나요?
처음에는 친절해서 좋았는데 형식적이었던 것 같아 실망이 이만저만이 아니야.,기대감이 컸다가  실망하셨군요.
하고싶은데 말 꺼내는 순간 눈물만 날 것 같아.,간병해주는 아내한테 눈물날정도로 미안한 상황이군요?
친구들과 가족들에게 나의 이야기를 해서 공감을 얻고 싶어,친구와 가족들이 많은 도움이 되었으면 좋겠네요
힘내셨으면 좋겠어요.,내 친구 너무 웃겨서 눈물이 다 나.
앞으로 더 슬퍼하지 않고 최선을 다하여 남편을 병간호해야겠어.,슬픔을 거두고 최선을 다하여 남편을 병간호하기로 했군요.
내가 마흔이라 자녀들은 어려서 잘 몰라.,잘 해결하시길 바라요.
생각보다 더 길어졌어.,생각보다 길어졌으면 더 힘들겠네요.
재정전문가에게 상담이라도 받아야 할 것 같아.,당신의 노력으로  이 상황을 극복할 수 있기를 바래요.
여러명이서 한 명을 따돌리고 있더라고.,환멸감이 들었겠네요.
앞으로는 돈에 관련된 일은 아내 말을 꼭 들어야 할 거 같아.,지금 마음먹은 대로 앞으로 아내 분 말을 잘 들어서 후회되는 일이 생기지 않기를 바라요.
좀더 적극적으로 외부활동을 하고 건강을 위해 노력해야지 뭐.,밝고 긍정적인 모습으로 활기를 찾기 바라요.
난 아빠가 있어 든든하고 좋은데 내 친구는 아빠의 빈자리가 크게 느껴질 것 같아 속상하네.,속상하셨다니 저도 속상하네요.
나에게는 어떤 말도 위로가 안돼.,감정을 나눌 사람이 주위에 있길 바라요.
내 나이가 칠순이 넘었으니 너무 두려워.,너무 두려워 마시고 힘내시기 바랍니다.
나이가 드니까 여기저기 안 좋아지는 것 같아.,건강이 좋아지려면 어떻게 해야 한다고 생각하시나요?
다시 팀원들과 대화를 통해 프로젝트 방향을 설정하는 게 좋을 것 같아.,팀원분들과 원만한 대화를 통해 이 문제가 잘 해결되었으면 좋겠어요.
그냥 같이 휴대폰 보거나 텔레비전을 보지.,다른 방법은 생각해 보지 않으셨나요?
생각않나는데.,그럼 여기는 어때?
다른 회사에 지원을 해보는 수밖에 없는 것 같아.,다른 회사에 합격하셔서 꼭 이 문제가 잘 해결되었으면 좋겠어요.
역시 선생님께 따지는 건 좋지 않으니 다음 시험을 준비하는 것이 가장 좋을 거 같아.,다음 시험을 준비해서 생각한 대로 잘 해결이 되었으면 좋겠어요.
엄마가 또 잔소리를 하셔.,무슨일이 있는지 좀 더 설명해주실래요?
남과 비교해서 나 자신을 비참하게 생각하지 않고 현재의 삶을 만족하고 감사하며 살아야겠어.,남과 비교하면서 자신을 비참하게 하지 않고 긍정적으로 세상을 살기로 했군요.
아들에게 인터넷 영상통화를 하자고 해야겠어.,영상통화를 한 후엔 우울하지 않길 바라요.
요즘 친구들과 사이가 멀어지는것 같아 불안해.,많이 불안해보이세요.
아무래도 아빠한테 진심으로 용서를 구해야겠어.,현재 계획으로 상황이 나아졌으면 좋겠네요.
어떻게 하면 좋을까 고민을 해봤는데 솔직하게 이야기해야겠어.,솔직한 대화로 상황이 개선되길 바라요.
자식에게 미안하다고 말하고 열심히 노력하는 모습을 보여줘야겠어.,자식과의 대화로 지금의 기분이 풀리셨으면 좋겠어요.
친구한테 전화해서 위로주 사준다고 나오라고 해야겠어.,친구와의 시간으로 속상한 기분이 나아지길 바라요.
중요한 일은 항상 볼 수 있는 곳에 메모를 해 두는 습관을 길러야겠어.,메모하는 습관으로 중요한 일을 깜빡하지 않으셨으면 좋겠어요.
오늘은 친구랑 만나서 놀아야겠어.,친구랑 즐거운 시간을 보내시고 기분이 풀렸으면 좋겠어요.
살아 있는 사람이라도 기운 차리고 잘 살아야 할 건데.,친구분이 기운차리고 잘 사실거예요.
차근차근 대화하려고 노력하는데 잘 안돼.,어떤 점에서 차근차근 대화가 안 되시는 것 같으세요?
앞이 보이는 날에 내 주위에 있는 사람에게 더 잘 해주고 여행을 다니고 싶어.,앞으로 많은 추억을 쌓으시고 행복하시면 좋겠어요.
일을 좀 줄이고 나도 취미생활을 찾아봐야겠어.,스트레스를 풀 방법이군요.
내일부터 공부를 열심히 하는 다른 친구들을 본받아서 나도 다시 열심히 해야겠어.,공부가 다시 즐거워지길 바랄게요.
운동을 열심히 해서 자신감을 기르는 것이 중요한 것 같아.지금부터 운동을 시작해야겠어,운동을 통해서 성격을 꼭 바꾸셨으면 좋겠어요
오늘 퇴근 후에 친구에게 전화해서 소주 한 잔하자고하며 저번에 미안했었다고 사과해야겠어.,친구와 술자리를 통해 후회되는 감정을 털어내셨으면 좋겠어요.
병원에서 이상이 있다고 하면 무서울 것 같아.,병원에서 치료할 수 있게 도와줄거예요.
내가 성공해서 유명해지면 사람들이 나를 기억해줄 거야.,희망을 꼭 이루셨으면 좋겠어요.
저녁에 아이들이랑 같이 영상통화를 했어.,이번에도 영상통화를 했으면 좋겠어요.
단순히 결혼이 문제가 아니라 결혼을 하기 위해 준비해야 하는 것들을 생각하니 더 머리가 아픈 것 같아.,결혼하기 위해서는 많은 준비할 것이 필요하군요. 
우리반에 따돌림을 받는 아이가 있어.,무슨 일인지 조금더 설명해 주실래요?
마누라한테 사과하고 다시 약속을 하면서 지키도록 노력해야지.,아내 분께 진심이 잘 전달되길 바라요.
잘 극복이 안되네.,하루빨리 털어내고 일어날수 있길 응원할게요.
잘 모르겠어.지금은 아내의 심장박동수가 정상으로 돌아오길 기도하고 또 기도하는 방법뿐이야,아내분의 건강이 빨리 회복되어 건강해지셨으면 좋겠어요
자식들에게 재산을 한 푼도 나눠 주지 않고 사회에 환원한다고 할 거야.,자식들이 사용자님의 마음을 알아주길 바라요.
내 힘으로 해결이 안된다는 걸 알았으니 어른들의 힘을 빌려야지.,상처받지 않고 꼭 잘 해결되길 바랄게요.
지금이라도 열심히 공부를 해야 할 것 같아.,열심히 공부를 해서 원하는 직장에 들어가셨으면 좋겠네요.
그냥 소소한 부업이라도 해야할까봐.,제가 응원할게요.
예순인데 완치될 수 있겠지?,항상 응원할게요.
상사에게 상황을 설명하고 공개적인 자리에서 사과하도록 이야기할거야.,상사와 이야기를 통해서 상황이 개선되면 좋겠네요.
일단 나에 대한 믿음과 자신감을 길러야 할 것 같아.,자신감을 키우고 싶으시군요.
곧 주말인데 가족들과 바람이라도 쐬고 와야겠어.,가족들과 함께 즐거운 외출이 되었으면 좋겠어요.
그냥 친구들 만나서 실컷 놀다 들어올래.,좋은 시간 되시길 바래요.
응 많이 놀래서 안아주고 위로 해 줬어.,위로해 주셨다니 다행이네요.
가족들과 이야기를 하면서 스트레스를 해소하는 것 같아.부모님에게 진지하게 상의를 해봐야겠어,부모님과의 상의를 통해서 친구가 꼭 생겼으면 좋겠어요
진짜 다른 사람들은 연봉 협상할때 진짜 제대로 했으면 좋겠어 나처럼 당하지 말고,연봉 협상이 평탄하게 잘 마무리 되었으면 좋겠네요
남편과 대화도 해보고 같이 해결점을 찾아야겠어.,남편과의 대화를 통해 잘 해결되면 좋겠어요.
응 할 수 있는 건 이제 다 해봤다고 하네.,기적 이라는 것도 있잖아요 조금 더 기다려 봐요.
어차피 모두가 한 번 사는인생 돈 많다고 두 번사는거 아니잖아.,돈을 대하는 태도가 달라진 상황이군요?
친구에게 한번 용기를 내서 내 마음을 전해볼까 해.,친구를 잃지 않기 위해 먼저 용기를 내실 생각이시군요.
내 사정에 맞는 일자리를 일자리센터에 요청해야겠어.,일자리센터에서 좋은결과 있으실거에요.
이제부터라도 열심히 해야겠어!,열심히 해야겠다고 마음먹으셨군요!
의사가 하라는 대로 하면서 내 나름의 몸 관리에 더 신경 쓰려고 해.,치료 잘 받으시고 부디 몸 상태가 호전되시길 바라요.
추운 환경에서 너무 오래 일했나봐.,건강이 안 좋아져서 속상하시겠어요.
아내가 나를 이해하려고 하지 않아.,아내와의 관계가 안좋아서 속상하시겠네요.
저항하면 더 심해질 것 같아서 포기해 버려.,폭력문제가 빨리 해결되길 바라요.
누군가를 만나는 것이 아직 너무 힘들지만 노력해봐야겠어.,감정을 나눌 사람이 주위에 있기를 바랄게요.
응 나만의 스트레스 해소법이거든.,스트레스 해소를 즐겁게 하는 방법을 알고 계시네요.
단순히 운동만 했었는데 이번에는 식단 조절도 같이 해봐야겠어.,식단 조절과 운동으로 체중관리에 성공하셨으면 좋겠어요.
수영이나 아크로바틱이 좋다고 하긴 하더라.,수영으로 아프지 않고 꾸준하게 몸 관리를 할 수 있군요.
속상해도 그냥 받아들이려고.,좋은 결과 있기를 바래요.
앞으로 내가 사람들에게 먼저 말을 걸어봐야겠어.,주위에서 지금의 감정을 나눌 수 있는 사람이 있었으면 좋겠어요.
면역력을 높여야 한대.,잘 이겨내시길 바라요.
식이요법이나 운동과 꾸준한 복약을 하면 된다니까 희망을 갖고 해 봐야지.,희망을 잃지 않고 꾸준히 실천해서 이겨내시길 바라요!
사람들에게 아픈 몸을 치유해 주는 사람이 되려는 목표를 정하면 헤쳐나갈 수 있다고 봐.,의사에 도전하지 못했던 아쉬움이 크게 남아 있으시군요.
의지할 수 있는 담임 선생님에게 나의 가정폭력 상황을 알려야겠어.,담임선생님께 알려 상황이 나아지면 좋겠네요.
누나한테 힘내라고 편지를 써야겠어.,편지를 보고 누나가 힘을 냈으면 좋겠어요.
내가 잘 할 수 있는 걸 찾아서 나이를 잊게 하고 싶어.,꼭 그렇게 되어서 잘 해결되면 좋겠어요.
나는 이 굴레에서 벗어날 수 없을 것 같아.,주변에 도움을 줄 수 있는 사람이 있었으면 좋겠군요.
인터넷에 글이라도 올려서 후원해주는 사람을 찾아야겠어.,수술비를 후원해주는 사람을 찾을 수 있길 바라요.
매일같이 싸우거든.,힘내시길 바라요.
직장에서 사람들과 좋은 추억을 쌓고 싶어.,좋은 추억을 쌓아 기분을 환기하겠다는 말씀이시군요.
성적에 맞춰서 대학을 가는 게 무의미하다면서 좋아하는 일을 찾고 싶다고 해.,그것도 방법이겠네요.
그래도 아직 일을 할 만큼 정정하다는 뜻이니 긍정적으로 생각하려 해.,긍정적인 사고방식으로 기분이 더 나아지셨으면 좋겠네요.
지금와서 어떻게 해야할 지 아무 것도 모르겠어.,지금 슬픈 마음을 이야기하고 상의할 사람이 주변에 있으면 좋겠어요.
대체지로 검토한 동네가 있는데 그 마을 이장을 다음 주에 같이 만나보려고.,동창들과 다른 땅을 알아보고 다시 계획하신 일을 하시려는군요.
내일부터 아침조깅을 하러 나갈거야.,꼭 몸이 좋아지시길 바래요.
늙어서 자식한테 눈치 안 보고 살려면 나도 내가 가진 게 있어야 하잖아.,앞으로 어떻게 하실 생각이세요?
지금이라도 내가 아빠와 엄마에게 솔직히 마음을 이야기해봐야겠어.,부모님과의 대화를 통해 문제가 해결되었으면 좋겠네요.
작은 소일거리라도 구해서 딸에게 줘야겠어.,지금의 다짐으로 상황이 나아지길 바라요.
친구의 모습을 보니 나는 다른 사람들을 대할 때 좀 더 잘해야 한다는 생각이 들었어.,친구의 행동으로부터 타인을 대하는 배움을 얻으셨군요.
아내에게 선물을 사주면서 관계를 진전시키려고 노력해봐야겠어.,아내에게 선물을 사주면서 상황이 진전되었으면 좋겠네요.
약골인 만큼 운동을 열심히 해서 몸을 길러야겠다.,운동을 통해서 학교에서의 괴롭힘에서 탈출할 계기가 되었으면 좋겠어요.
이제 노름을 끊고 수술 후에 아내가 무리하지 않도록 잘 보살펴야겠어.,정성 어린 간호로 지금 상황을 잘 극복하길 바라요.
내 조건에 맞게 일할 수 있는 곳도 찾고 보험도 좀 들어놓고 준비를 조금 해야겠어.,바라시는 대로 준비를 잘 해서 마음이 편해지셨으면 좋겠어요.
팀장님의 앞길을 응원하며 각자의 일에 집중하려고.,지금의 다짐으로 기분이 나아지길 바라요.
누가 우리 마비된 노후준비를 풀어줬으면 좋겠다.,노후 준비에 대한 노력을 많이 하시는 것 같아요.
동네 주민분들에게 전화 한통씩 돌리려고.,상황이 하루빨리 해결되었으면 좋겠어요.
솔직히 털어놓고 앞으로는 절대 증권에 손대지 말아야겠어.,원하시는 대로 잘 해결되길 바라요.
다시 잘 지내보자고 내가 먼저 연락을 해야겠어.,친구들에게 먼저 연락을 해야 한다고 생각하시는군요.
친구도 다 부질없으니 내 인생이나 열심히 살래.,그래도 제가 있으니 힘내세요.
내 마음을 친구가 필요해.,지금 감정을 알아줄 친구가 있었으면 좋겠어요.
일단은 옆에 있으면서 친구의 슬픔을 나누고 용기를 북돋아주고 싶어.,힘들 때 옆에 있어주면서 친구에게 도움이 되기를 바라요.
아내한테 솔직히 얘기를 해보고 다시 한 번 다른 일자리를 구해봐야겠어.,꼭 좋을 결과가 있어 잘 극복하시길 바라요.
친구랑 같이 사업이나 시작해볼까?,새로운 사업을 시도하신다면 분명 좋은 결과가 있을 거예요!
주변 사람들에게 우리 손자를 부탁해놔야겠어.,문제가 잘 해결됐으면 좋겠어요.
지금까지 자식들만 위하고 나를 돌보지 않았는데 앞으로 내가 하고 싶은 것은 모두 해 봐야겠어.,부디 앞으로 남은 생이라도 즐겁게 보내시길 바랄게요.
이왕 이렇게 된 거 조금 더 일찍 쉰다 생각하고 여유를 좀 가져볼까 싶기도 해.,마음의 여유를 가져 기분이 나지길 바랄게요.
왜 나는 해도 안 되는 걸까?,다음에는 더 좋은 결과가 있기를 응원할게요.
엄마한테 사과드리고 화해하면 될 거 같아.,엄마한테 사과드리고 화해하면 후회하는 감정이 나아지는군요.
열심히 공부해서 장학생으로 원하는 대학을 꼭 갈 거야.,열심히 공부 하셔서 꼭 원하는 대학에 가시길 바랄게요.
올해 일흔이야.,힘내시길 바라요.
왜 나한테만 이러는걸까?,한사람만 괴롭히는 이유가 있지 않을까요?
역시 또 손바닥을 맞을 거 같으니 부모님에게 얘기하는 것이 가장 좋을 거 같아.,부모님에게 얘기해서 생각한 대로 잘 해결이 되었으면 좋겠어요.
나를 지지해주는 친구들이 있기 때문에 끝까지 그들과 맞서 싸울 거야.,친구들과 함께 지금 이 상황을 잘 극복해 나가길 바라요.
딸들에게 자신들의 인생이 있듯 나에게도 내 삶이 있으니까.,누군가 사용자님이 바라는 위로를 해 주었으면 좋겠어요.
나이는 무시할 수 없는건가봐.,약 잘 챙겨드시고 건강해져요.
이제는 회사에서 대충 시간 보내면서 놀다가 집에 가려고.,직장생활에 많은 염증을 느끼시는군요.
내일 직접 만나서 앞으로는 그러지 말라고 말해야 겠어.,잘 생각하셨어요 친구분도 이해하실 거에요.
아주 건강해.,건강하시길 바라요.
일단 의사의 충고대로 열심히 치료를 받아야겠어.,치료를 통해 좋은 결과가 있기를 바라요.
정년은 남았지만 그래도 계속 버티고 있는 느낌이라 좀 부담돼.,직장을 편하게 다니지 못해서 비참하시겠어요.
연금이라도 아껴 써야겠어.,좋은 방법인것 같아요.
아내와 의논해 보고 서로에게 맞는 방법을 찾아야 할 것 같아.,좋은 해결방안을 찾으시길 바랄게요.
지금부터라도 최선을 다해 공부하는 모습을 보여드려야겠어.,부모님이 많이 좋아하실 것 같아요.
퇴근 후 집에서도 업무를 해야겠지.,빨리 업무를 끝내고 편안히 쉬시길 바랄게요.
새로운 사람들을 만나서 외로움에서 벗어나야겠어.,앞으로도 많은 사람들을 만날 수 있길 바라요.
이제부터라도 적금을 들어보려고 해.,재정 관리에 성공하시길 바랄게요.
돈이 넉넉하진 않네.,하루 빨리 괜찮아지셨으면 좋겠어요.
아직 가족들과 제대로 된 대화를 해보지 못했는데 잘 할 수 있을까?,더 좋은 관계로 나갈 수 있기를 바랄게요!
오늘은 친구들과 술을 먹어야겠어.,친구들과의 대화로 기분이 나아졌으면 좋겠어요.
올해 여든이야.,힘내시길 바라요.
일단은 사위한테 잘 대해주고 나중에라도 뭐 하나 가구라도 해줘야겠어.,나중에라도 사위 분이 감사하다 여기실 거예요.
다른 게임기가 있는지 한 번 찾아봐야겠어.,잘 찾아보고 좋은 선물을 받았으면 좋겠어요.
자기가 맡은 일을 다른 팀원들이 떠맡아야 하니까 모두가 불만이지.,이 부분에 대한 다른 팀원들의 생각은 어떤가요?
옆에 있는 대리님께 먼저 물어봐야겠어.,회사 사람들에게 꼭 도움을 받으실 수 있길 바라요.
행복하긴 미안하고 슬프다니까.,아내분 병간호 잘 받고 오래오래 함께 행복하게 살아요.
남자친구에게 진지하게 얘기해 취업을 준비하게 해야겠어.,남자친구분과 대화를 통해 최선의 해결방안을 찾아내시길 바라요.
나는 없다고 생각해.,그래도 기분이 나아지셨으면 좋겠어요.
조만간 아들을 보러 면회를 가야겠어.,아들을 보고 나면 더 이상 우울하지 않기를 바라요.
쓸데없는 지출을 많이 줄여야지.,언제나 응원할게요.
응 정말 눈물이 나네.,꼭 힘내셨으면 좋겠네요.
지난 세월이 후회와 그리움의 반복이야.,지난 세월을 그리워하고 후회하고 계시군요.
다시 새로운 사랑을 찾아 떠나야지.,부디 좋은 인연을 만나 행복한 연애를 하셨으면 좋겠어요.
맛있는 거 많이 먹으면 기분이 좀 나아질 것 같아.,맛있는 거 드시면서 속상한 마음이 풀렸으면 좋겠어요.
올해 일흔이야.,항상 응원할게요.
반장을 잘 도와서 좋은 학급 분위기를 조성해나가야겠어.,지금의 다짐으로 상황이 나아지길 바라요.
회사 동기로부터 언제부턴가 연락이 안와서 답답했는데 그래야겠어.,회사 동기에게 연락이 오지 않는 이유가 있을꺼예요.
이제 와서 후회가 많이 되네.,후회가 되시는군요.
가족들에게 털어놓고 싶은데 가족들이 나를 많이 걱정할까 봐 두려워.,다른 사람에게 털어놓고 꼭 고통을 이겨내셨으면 좋겠어요.
친구가 곤란한 상황에 놓일까 아직 말은 안 했어.,친구분에 대해 배려를 해주시는 군요.
자신도 없고 낙담한 기분이야.,그런 기분이시군요.
오늘 밤에 아빠와 진지하게 대화를 해봐야지.,아빠와 진지하게 대화를 해서 상황이 괜찮아지면 좋겠네요.
병원을 찾아가려고 하는데 어떤 것을 사서 가는 것이 좋을까?,평소에 친구분이 좋아하셨던 것이 있나요?
나이가 들면 왜 다들 건강을 잃고 아파지는 건지 몰라.,기분이 좀 나아지셨으면 좋겠어요.
당분간 혼자 반성하면서 지내고 싶어.,당분간 혼자 있고 싶으시군요.
아무래도 이번에는 엄마한테 내가 얼마나 상처를 받는지 이야기를 해야겠어.,솔직하게 이야기 해 어머니와 대화 잘 하시기를 바라겠어요.
중학생 아들과 고등학교 딸의 교육비가 예상했던 것보다 너무 많이 들어.,아이들에게 당분간 많은 돈이 들어갈 것 같은데 걱정이 되겠네요.
친구한테 시험이 끝나고 노트를 돌려주는 건 아닌 거 같다고 말해봐야겠어.,친구와 얘기가 잘되었으면 좋겠어요.
맞아 그 사람들 생활 수준이 다르니깐,상담자 말에 상처받지말고 형편에 맞춰  조금씩 더 모아보세요
이번 시험보다는 더 열심히 준비해봐야겠어.,더 열심히 준비한다니 좋은 방법이네요.
나이들었다는 기분이 드니 웬지 슬퍼져!,만성질환도 없고 건강하니 기분 풀어요.
병원 가서 옆에서 많이 의지가 되어주고 싶어.,정말 멋진 친구분이신것 같아요.
뭘 물어보면 귀찮아하고 말대꾸가 있어.,말대꾸 때문에 속상하시군요.
부모님한테 얘기를 해봐야겠어.,부모님께 이야기 해보셔서 마음의 슬픔이 사라지면 좋겠어요.
역시 힘들더라도 가족들 말을 듣고 일찍 귀가하는 습관을 들여야겠어.,가족들 의견을 잘 듣고 일찍 귀가하시길 바라요.
몸이 늙으니까 마음도 늙어가는 거겠지 근처 친구 집에라도 다녀와야겠어.,친구 분과의 만남으로 마음이 달래질 수 있기를 바라요.
자꾸만 눈물이 나고 혼자있고 싶어,힘들고 외로울땐 주변의 좋은 사람들을 만나 위로받는 것도 좋을것 같아요
앞으로 대인관계를 잘 할 수 있을지 모르겠다.,어떻게 하면 대인관계를 잘 할 수 있을까요?
아내가 평소에 갖고 싶어 했던 물건을 출산 선물로 준비했어.,아내가 평소에 갖고 싶던 물건을 위로의 선물로 준비하셨군요.
세상을 살아가면서 꼭 진정한 친구가 필요할까?,삶을 살아가면서 친구의 존재가 꼭 필요한지에 대해 의문이 드시는 군요.
자식들한테 전화해서 속상하고 슬픈 마음을 다 털어놔야겠어.,자녀분들과의 대화로 슬픈 기분이 나아지길 바라요.
내 인생이 마감된다고 생각하니 꽤 허무하더라고.,나이가 들면서 죽음에 대해 생각하니 머리가 아프신가봐요.
내가 할 수 있는 건 할 수 있다고 말은 해 볼 거야.,말씀하신 것대로 이루어져서 하실 수 있는 것은 하시게 되면 좋겠어요.
코로나 때문에 결혼식을 못올릴 것 같아.,정말 힘드시겠어요.
특별히 하는 건 없어.,항상 응원할게요.
역시 의욕이 없으니 기분 전환을 하는 것이 가장 좋을 거 같아.,기분 전환을 하고 생각한 대로 잘 해결이 되었으면 좋겠어요.
다 귀찮고 힘들어,에구 정말 힘들었나 보군요?
물론 합격한다면 좋겠지만 그 때까지 얼마의 시간이 걸릴지 몰라서 두려워.,오랜시간 취업준비를 하셔야 될까봐 두려운 마음이 있으시군요.
기증자만 있다면 역시 신장이식이 제일 좋은 방법 같아.,신장이식을 할 수 있었으면 좋겠네요.
아무리 생각해도 내일 친구들한테 얘기해보는 것이 가장 좋을 거 같아.,친구들한테 얘기해서 생각한 대로 잘 해결됐으면 좋겠어요.
일단 이런 분야를 잘 아는 사람에게 물어보고 내가 할 수 있는 건 뭐든 할 예정이야.,꼭 재산피해가 최소화되어서 기분이 나아지셨으면 좋겠어요.
일흔인데 잘 할 수 있겠지?,항상 응원할게요.
정말 사랑했던 사람인데 이렇게 서로 등지게 되다니 슬프다.,혹시 이별을 경험하셨나요?
집에서 잘 못 나가는 만큼 가족들과 연락을 자주 해야겠어.,가족들과 자주 연락하고 지내면서 건강도 찾고 울적한 기분도 나아지면 좋겠네요.
두 끼만 챙겨먹고 한 끼는 가까운 노인정에 가서 무료 급식을 먹어야겠어.,그렇게라도 식사를 챙길 수 있어 다행이에요.
팔이 나으면 앞으로 규칙적으로 운동하고 칼슘 섭취를 늘려야겠네.,규칙적인 운동과 칼슘 섭취로 증상이 나아졌으면 좋겠어요.
아무래도 내 자신에게 칭찬하며 자격증을 취득할려고 노력중이야.,자신에게 칭찬해가며 자격증을 취득하면 좋겠네요.
아이들도 다 취직해서 지 밥벌이는 해야하는데 그러지도 않고 말이야.,자녀분들 취직이 다 안 돼서 걱정이신 것 같아요.
이렇게 익숙해지지는 말고 또 도전해 보는 수밖에 없지.,다시 도전해서 좋은 결과가 있기를 바랄게요.
오늘도 내가 말만 하면 무시해서 눈물이 났어.,매우 속상하셨군요.
사람들이 뒤에서 자꾸 없는 사람들 욕을 하잖아.,혼란스러울만한 상황이네요.
집에 초대해서 맛있는 것 좀 먹이며 대화를 나눠봐야겠어.,대화를 통해 사람들과 좀 더 가까워지길 바라요.
남들 앞에서 대놓고 열심히 하고 보란 듯이 좋은 결과를 보여줄 거야.,남들에게 노력하는 모습과 좋은 결과를 보여줘 지금 상황을 잘 극복하기 바라요.
노력한 거에 비해서 성과가 없어.,다음번에는 서서히 성과가 보이기를 기대할게요.
나는 주식을 잘 하는 사람이라고 생각했어요.,공부도 안하시고 주식 투자를 하시면 그렇게 되요.
앞으로는 야간자율학습 시간에 딴 짓 그만 하고 공부를 열심히 해야겠어.,지금의 다짐으로 다음번엔 성적이 잘 나오길 바랄게요.
선생님께 이런 편의는 너무 부담스럽다고 말해봐야겠어.,선생님과 얘기를 잘 하셨으면 좋겠어요.
원하는 집이 계속 오르기만 하니 정 안되면 현실에 맞추어서 집을 구매하는 수밖에 없겠어.,마음이 편해지신다면 현실에 맞추어서 내 집 마련을 이루시는 것도 좋은 방법이실 것 같아요.
그렇지는 않아.,항상 응원할게요.
속으로 삼킨다고 해결되지 않으니 솔직하게 얘기를 해야겠어.,솔직하게 얘기를 해서 원하는 방향으로 해결이 되었으면 좋겠어요.
말기라 오히려 돈을 버리는 느낌이라 큰 기대 안하고 체념하려고.,더이상 앞이 안보이는 상황이라 기대를 안하는 거군요?
그렇겠지. 딸에게 말을 걸어서 친해지려고 노력해야겠다,사이가 좋아진다면 딸의 생각이 바뀔거에요.
딸이 못 오는데 우울한 기분이 나아질 것 같지 않아.,지금의 감정을 공유할 사람이 주변에 있었으면 좋겠네요.
친구들과 즐거운 시간을 보내야겠어.,좋은 시간 보내고 오시길 바라요.
