P,S
선생님이 알려준 공부법으로 공부하면 무조건 성적 오를 거 같아.,선생님이 알려주신 공부법으로 열심히 공부해서 좋은 결과가 있었으면 좋겠어요.
앞으로도 꾸준히 운동을 해야 이 건강이 유지되겠지?,늘 건강하시길 응원하고 있을게요.
주민 센터에 들려서 정책 활용법을 한번 배워 봐야겠어.,잘 배우셔서 많은 혜택을 누리시면 좋겠어요.
일단 나의 노후에 쓸 걸 대비해 저축을 시작해야겠어.,그 저축자금으로 인해서 노후에 평안하게 지내셨으면 좋겠어요.
아들에게 고생했다고 좋은 레스토랑에 데려가고 싶어.,아들과 좋은 시간을 보내고 축하하길 바라요.
가족들에게 내 따돌림 문제를 한 번 말해봐야겠어.,가족들과 대화하며 따돌림 문제 해결방안을 찾을 수 있기를 바라요.
모든 일이 순조롭게 풀리고 계신가봐요?,이상하리만큼 모든게 순조로워서 요즘처럼 편안한 적이 없었던 것 같아.
앞으로도 매일 퇴근 후 집으로 뛰어가 아내와 함께 아이를 돌볼 거야.,좋은 시간이 되길 바라요.
그 친구가 서운해 할 수도 있으니까 밥이라도 사줘야겠어!,친구 분과 맛있는 식사하셨으면 좋겠어요!
남편과 함께 아기에게 동화책을 읽어주고 싶어.,부모가 다정하게 책을 읽어주고 싶군요.
고마워.,쾌차하세요.
지원금은 입원비를 내는데 사용하고 퇴원해서 열심히 간호를 할 거야.,정성 어린 간호로 지금 상황을 잘 극복하길 바라요.
아내를 보호해 준 사람에게 호텔 식사권을 선물하려고 해.,당신의 감사한 마음이 잘 전해지길 바라요.
바쁘게 달려왔던 일상을 여유롭게 즐기고 싶어.,여유로운 생활에 대해 기대가 되시겠어요.
사기꾼들의 행동을 막는 것도 중요하지만 개개인이 경각심을 가지는 것도 중요해.,사람들이 모두 경각심을 가져 사기의 위험성으로부터 안전해지길 바라요.
얼른 이 좋은 소식을 친척들에게도 알려야겠어!,친척분들도 듣고 기뻐하셨으면 좋겠네요.
이번에 잘자라서 건강하게만 태어났으면 좋겠어.,건강하게 태어날것이라 믿어요 .
이런 게 이제 나의 낙이 된 것 같아.,앞으로도 손주들이 열심히 공부하는 모습에 좋은 기분이 계속되실 거 같네요.
계산을 할 때나 음료를 줄 때 말을 거는 것이 좋을 것 같아.,즐거운 대화를 나누었으면 좋겠어요.
힘든 사람들에게 베푸면 내 삶을 더 즐길 수 있을까?,사람들에게 베풀면 더 재미있어지고 좋아지실 거예요.
오늘 엄마가 아이스크림을 사주셨어.,가족분이 아이스크림을 사주셔서 기뻤군요.
축하드려요.,이번에 직장에 취직됐어.
나는 아직 직장으로 스트레스 받으며 살고 싶지 않고 느긋하게 일자리를 알아보고 싶은데 재촉하네.,부모님과 다른 의견으로 충돌이 있으시군요.
자식들과 떨어져 있어도 친구가 많아서 외로울 틈이 없지 오래오래 건강히 함께하고 싶어.,그런 노년이라면 하루하루가 행복하겠어요.
앞으로는 이런 오해가 안 쌓이게 미리 서로 조심하기로 했어.,좋은 인연을 다시 찾아서 다행이에요.
여자 친구가 꼭 기뻐할만한 생일선물을 찾고 싶어.,여자 친구가 기뻐할 만한 좋은 선물을 준비해서 행복한 시간 되시면 좋겠어요.
급할수록 돌아가야지 나는 시간을 가지고 고민할래.,좋은 생각인 것 같네요!
내가 좋아하는 취미생활을 찾는 것이 가장 중요한 것 같아.,취미생활이 삶에 있어 정말 중요한 활력소가 되는 것 같아요.
여기 오래 다닐것 같아,항상 제가 응원할게요!
박 씨를 위해서 병문안을 가려고 해.,병문안으로 기쁜 감정이 계속 유지되길 바랄게요.
앞으로 친구들한테 잘 해야지.,친구들과 잘 지내시는 모습 정말 보기 좋아요.
주변 친구들은 성인병 한 두 가지씩은 갖고 있는데 아직 나는 특별한 문제가 없어 다행이야.,앞으로도 걷는 습관으로 건강하시길 바라요.
천원씩 올랐어.,앞으로 더 오르길 바라요.
오해가 생겨도 서로를 이해하고 깊은 대화를 통해 오해를 풀어 나갈 거야.,대화를 통해 오해가 잘 풀려 친구들과 사이가 멀어지지 않았으면 좋겠어요.
회사 생활에 적응하기 힘들어.,회사 생활에 적응하기 힘드시군요.
앞으로는 나를 괴롭히는 친구들이 없었으면 좋겠어.,당신을 괴롭히는 친구들은 더이상 나타나지 않을거에요.
선생님이 의식주가 충족되면 마음의 여유도 충족된다고 하셨는데 맛있는 걸 먹으러 가봐야겠어.,맛있는 걸 먹으러 가서 마음을 좀 더 편하게 하려고 하시는군요.
바빠서 못 다녔던 여행을 조금 다녀 보려고 해.,노년은 느긋하게 보내시길 바랄게요.
작은 거부터 하나하나 배려하면서 소심한 성격을 고쳐볼까 해.,배려로 다른 사람들을 기쁘게 해줬으면 좋겠어요.
지금부터 열심히 친구들에게 관심을 가져야겠어.,좋은 생각이에요 화이팅!
새로운 책을 찾아 알지 못했던 내용을 읽어보는 것이 좋을 것 같아.,새로운 책을 찾아 읽어보고 재미를 느꼈으면 좋겠어요.
가끔 여자 동창들이 들어와서 몇 줄 남기면 남자들 아주 야단들 나버리지.,그렇게 가끔 웃음 나는 일도 생기나 봅니다.
많이 힘들어 할 때 내가 많이 도와줬어.,서로 더 돈독해지기를 빌게요.
자랑할 곳도 마땅히없었는데 응원받아서 기분이 참 좋네.,앞으로도 자신의 꿈을 향해 달려나가는 멋진 모습 기대할게요.
친구들에게 내가 느끼는 답답함을 자세히 털어 놓곤 했어.,감정을 나누는 친구들과의 관계가 지속되길 바라요.
우리 아이는 나를 최고의 부모라고 생각할 거야.,아이가 부모님을 좋아하는군요.
나도 더 남편한테 잘하고 싶지.,함께 행복을 나눌 수 있는 가족이 있으니 늘 행복하면 좋겠어요.
남편이랑 밖에 나가서 오붓한 시간을 가지고 와야겠어.,좋은 시간 가지시길 바라요.
저녁 약속을 줄이고 아침마다 운동을 시작했더니 좋아진 거 같아.,대단하세요 앞으로도 꾸준히 운동하셔서 건강유지하시길 바라요.
초밥을 좋아해 작지만 그걸 통해서 내 마음을 전달할 수 있겠지.,서로 더 믿고 돈독한 관계가 될 거예요.
아무래도 내 자식들에게 이 노하우를 알려주어야겠어.,자식들이 노하루를 잘 전수받으면 좋을 것 같아요.
내 노년 대비를 위해 저축해 놓고 나머지는 우리 손주들 갖고 싶은 거 사줄 거야.,원하는 것들을 하며 기분이 좋아지길 바라요.
퇴원하고 남편과 편안하게 해외 여행을 해야겠어.,퇴원하셔서 남편과 좋은 여행을 보내길 바랄게요.
아직은 시험을 본 것이 아니니 계속 복습하고 끝까지 최선을 다해봐야 할 것 같아.,최선을 다해서 이번에는 꼭 좋은 결과가 있길 바라요.
앞으로 아침에 여유롭게 클래식을 들어야겠어.,클래식을 들으면서 좋은 기분을 유지했으면 좋겠어요.
하루하루 눈물만 났는데 방금 거래처에서 해결했다고 연락이 왔어.,걱정하던 일이 무사히 해결되어서 기쁘시군요.
학교에서 배우는 것을 매일 복습하고 있어.,잘하시고 계시네요.
맛있는 과일을 가져가서 같이 대화를 나눠야겠어.,최씨 할머니와 더 돈독해지기를 바랄게요.
어 사과는 받았으니 용서해야 겠지?,시간이 필요할거야 조금씩 조금씩 용서 하다보면 네 마음도 편해질꺼야
기분좋게 받아들이진 않았지만 내 마음은 만족스러워.,그래도 할 도리를 한 느낌이라 그런가봐요.
그동안 바깥출입을 못 해봤으니 함께 여행을 가야겠어.,즐거운 여행이 되길 바라요.
아직도 믿기지가 않아.,아마 그 순간은 평생 기억에 남을 거에요.
연금이 나오면 정말 감사하지.,큰 도움이 되겠군요.
모두 선배 동료야.,선배 동료분들과 화기애애하게 직장생활을 하면 좋겠네요.
코로나 때문에 소박하게 국내로 다녀올 계획이야.,좋은 여행이 되시길 바랄게요.
초기증상을 잘 찾아서 바로 병원에 가야겠어.,당신이 계속 건강하길 바라요.
계속 여행을 갈 수 있게 건강해야지.,건강하게 여행을 잘 다녀오시길 바라요.
내가 좋아하는 배우가 나오는데 합도 너무 궁금해.,영화를 보고 즐거운 시간 되길 바라요.
그러게 이렇게 마음으로 도움이 되었다고 하니 앞으로도 계속 후원을 하고 싶어.,좋은 일을 하시니 행운이 가득할거에요.
거의 평생을 여기에서 일을 했으니 느긋할 수밖에.,앞으로도 느긋한 회사생활이 되시길 바래요.
아들딸과 집사람이랑 손녀 손자들이랑 따뜻한 밥을 먹고 싶네.,호화로운 가족 식사가 되었으면 좋겠어요.
저도 그렇게 생각해요 앞으로도 친구와 좋은 사이를 이어가시면 좋겠어요.,정말 나를 편안하게 해주는 사람과 결혼한 것 같아.
친구들한테 고마웠다고 말할 거야.,친구들이랑 좋은 시간이 되겠네요.
속이 깊은 친구라 먼저 손 내밀어 주었지.,좋은 친구분을 두셨네요.
같이 가서 너무 좋고 기대가 돼.,그래서 더 기쁘시군요.
고마워 끝까지 응원해줘.,네 꼭 응원 할게요.
그래서 친정 부모님께서 돈을 쓰는 걸 아끼신 것 같아.,노후 준비 잘하시길 바랍니다.
덕분에 결혼 전보다 마음이 편안해졌어.,마음이 편안해지셨다니 정말 축하드려요.
오늘 온종일 굶었는데 간식을 주셔서 감사하다고 나도 답례를 해야겠어.,최 주임에게 마음이 잘 전해졌으면 좋겠어요.
젊을 때 안정적인 노후를 위해 좀 노력했어.,편안한 노후 생활을 보낼 수 있어 다행이네요.
시간이 조금 지나니 흥분이 가시기는 했는데 그래도 열받네.,오진 떄문에 시간 낭비도 하시고 많이 신경 쓰이셨겠어요.
계속해서 미술치료 받아보고 또 소개해 준 김 노인에게 고맙다는 인사 전해야지.,미술치료를 통해 몸과 마음이 나아지길 바라요.
불필요한 소비의 내역을 좀 더 명확히 확인해봐야겠어.,불필요한 소비의 내역을 확인하고 상황이 계속 나아지기를 바라요.
내가 중재하면 아마 두 시간도 안돼서 서로 화해할껄?,가족간에 갈등의 중재역할을 잘하는 위치시군요?
아들에게 고맙다고 편지를 써야겠어.,사용자님의 마음이 잘 전달되기를 바라요.
어떤 일이었어요?,우리 부서를 홍보하는 일이었는데 그 일이 전부 무산되어서 실망이 커.
그건 아닌데 나이가 드니까 건강이 신경 쓰이네.,최근에 건강 검진을 받으셨나요?
근데 한편으로는 내가 교사로서 학생들에게 잘 할 수 있을지 모르겠어.,학생들에게 좋은 선생님이 되시길 바라요.
고등학생 오빠가 내 핸드폰을 망가뜨려서 다시 사줘야 할거야.,항상 응원할게요.
직원들과 돈을 모아 공기청정기를 사드려야겠어.,선물의 가격이 중요한 게 아니라 정성을 보고 그 감사함을 알아주실 거예요.
학교폭력 예방교육과 학교폭력 가해자 처벌 수위를 올리면 좋을 것 같아.,학교폭력 예방교육과 가해자 처벌 수위 강화를 하는 것은 학교폭력 예방에 매우 효과적이겠어요.
앞으로도 영어 공부 열심히 해야지!,앞으로도 영어 공부를 열심히 하겠다고 다짐하셨군요.
아들 생일 때 갖고 싶어하는 장난감을 마음껏 사줄거야.,아들을 사랑하는 마음이 잘 전달될 것 같네요.
그에 반해 난 여유를 갖고 이전 히스토리로 업무를 파악하고 있어.,지금처럼 단계별로 나아가서 능력을 펼칠 좋은 때가 곧 오길 바라요.
이겨낼 자신이 있거 든.,정말 잘 될 거예요.
꾸준히 운동하는 것은 물론 식이요법도 병행해서 지금보다 더 건강해질 거야.,더 건강해지기 위해 식이요법도 병행할 계획이시군요.
각자 원하는 여행지에 대해서 대략적인 조사를 해서 다시 얘기를 나누고 투표를 해야겠어.,투표를 통해서 잘 마무리가 되었으면 좋겠네요.
여행에서만큼은 화도 안내고 최대한 친절하게 해야겠어.,여행에서 꼭 싸우지 않고 즐거운 여행되셨으면 좋겠어요.
요즘 아이들 생각도 알게되고 되게 좋은것같아 훌륭한 상사가 되면 좋을텐데,적응력이 좋으시니 어디에서도 환영 받으실거에요.
직원들과 함께 여행을 다녀오면 좋을 거 같아.,직원들과 함께 좋은 시간 보내시면서 좋은 관계 오랫동안 유지하셨으면 좋겠어요.
엄마랑 같이 자장면을 시켜먹을래.,앞으로도 행복할 날만 있길 바랄게요.
외근 갔다가 돌아오는 길에 마카롱 하나 사 가야겠어.,앞으로도 좋은 회사 생활 보내길 바라요.
무엇보다 동호회에서 내가 좋아하는 사람도 나를 뽑았다는 게 특히 기분 좋아.,좋아하는 분이 뽑아서 아주 기쁘시군요.
보답으로 오빠에게 작은 선물을 해야지.,선물을 통해서 마음이 전해지길 바라요.
아들이 오면 좋아하는 음식을 한 상 차려주고 고맙다고 얘기해야겠어.,맛있는 식사를 통해 마음이 잘 전달되길 바라요.
싫으면 싫다고 거절하고 도움이 필요하면 바로 요청할거야.,당당한 모습으로 학교생활 잘 하길 바라요.
이렇게 흥분하면 혈압만 오르지 그래도 분해.,마음의 평안을 찾으시길 바랄게요.
응 괜찮아.,건강하셔서 다행이에요.
정말 감사하게도 일이 잘 풀려서 괜찮게 되었어.,일이 잘 풀려서 다행이네요.
어디 여행 가기보단 맛있는 걸 먹고 푹 자고 쉬고 싶어.,마음껏 쉬시면서 기분 좋은 연휴를 보내시기를 바랄게요.
오늘 가족들과 축하 기념으로 파티하기로 했는데 백화점에서 와인을 사 가야겠다.,가족들과 좋은 시간 보내시길 바라요.
박의사님은 내가 정말 신뢰하는 분이라 참 마음이 놓인다.,꾸준히 건강관리 힘쓰시길 바래요.
앞으로 사람들만나면 무슨 운동도 괜찮으니 시간나면 무리하지 않고 운동하라고 권유할꺼야.,운동전도사가 되셔서 건강에 좋은 운동을 널리 알려주세요.
운동도 하고 음식도 가려먹지.,좋은 관리 방법이네요.
다른 운동보다 나한테는 요가가 잘 맞는 것 같아.,잘 맞는 운동 찾으신 것 진심으로 축하드려요.
친구와 놀래.,즐거운 시간 되세요.
나이는 많은데 일 잘하는 젊은 친구들은 계속 들어오니까 불안했었는데 이제는 아니야.,정년퇴임까지 당신을 응원할게요.
정기적으로 건강검진을 받어.,건강하고 편안하게 행복 하시면 좋겠네요.
긍정적인 마음으로 건강하게 밥 잘 먹으면 되지.,지금처럼 건강을 잘 유지하면서 오래오래 행복하게 사셨으면 좋겠어요.
남자친구와 천천히 결혼에 대한 대화를 나눠보는 게 좋을 것 같아.,남자친구와 대화로 생각한 대로 해결되면 좋겠어요.
영양제도 챙겨 먹고 운동도 시작해야지.,운동과 영양제로 더 건강해지시길 바랄게요.
팀장님께 잘 보여서 꼭 같은 팀에 있게 해달라고 열심히 일하는 모습을 보여줘야지.,같은 팀에 꼭 같이 있기를 바랄게요.
빌린돈이니까 언제 줄거냐고 물어볼 순 있잖아요?,친구가 줄때되면 주겠지 싶기도했고 무엇보다 친구를 믿었어.
내가 몇몇 친구와 갈등이 생겨 며칠 괴롭힘을 당했거든.,반 친구 몇몇과 갈등이 생겨 겪는 괴롭힘을 부모님께서 해결해주신 거군요.
앞으로는 어떻게 해 나갈건가요?,앞으로도 더욱 더 노력하여 그 진로에 부족함 없이 성실히 진행할 예정이야.
남편이 환갑을 바라보고 있는 나이라서 고마운 맘을 표현하고 싶은데 어떤 선물을 하면 좋을지 모르겠어!,자상한 남편분에게 할 선물을 고민하고 계시는군요.
내일 선생님께 솔직하게 다 말씀드리면서 이야기해야겠어.,선생님과의 이야기가 잘 풀리셔서 잘 맞는 적성을 찾으셨으면 좋겠어요.
예의 바르고 인상이 좋다고 하셨어.,친구에 대한 칭찬으로 더 기쁘셨겠네요.
어제 남자친구한테 프로포즈를 받았어.,프로포즈를 받으셨어요?
내 가정을 이루면 든든하고 매일 즐거울 것 같아.,이상적인 가정을 꾸릴 것이라고 확신에 차 계시네요. 
남들을 생각할 줄 알아.,좋은 사람들을 만나서 행복하시겠어요.
치료가 끝날 쯔음에 음료수라도 사서 인사드려야겠어.,잘 치료되고 나서 의사선생님이 감사한 마음을 알아주시길 바랄게요.
앞으로도 열심히 해서 더 좋은 평가를 받고 싶어,열심히 일하여 좋은 성과까지 얻는 모습이 좋군요
앞으로 다른 프로젝트를 할 때도 잘 성공적으로 끝낼 수 있을 것 같아.,생각한 대로 성공적으로 되었으면 좋겠어요.
음악 사이트에서 노래를 더 검색해봐야겠어.,마음에 드는 노래를 찾으실 수 있으면 좋겠어요.
계속 건강을 유지하기 위해 운동하고 관리 잘할 거야.,운동하시고 관리 잘하셔서 건강을 유지하실 생각이시군요.
일찍 합격해서 여유로울 수 있어서 좋아.,정말 그렇네요.
매년 우리끼리 작은 잔치를 여는데 이번에 내가 맛있는 음식을 해야겠어.,정든 곳에서 앞으로도 쭉 행복하게 지내셨으면 좋겠어요.
일단 보너스 받은 거로 부모님과 외식할 거야!,부모님과 즐거운 외식이 되었으면 좋겠어요.
언제까지 돌려받을지 날짜를 정해서 빌려주는 게 좋겠어.,다음부터는 이런 일이 생기지 않길 바라요.
내 용돈을 모아 선물을 사 드리고 싶어.,승진할 아빠를 위해 용돈을 모아 선물을 사 드리고 아빠가 좋아하시면 좋겠어요.
앞으로도 평일에 오면 사람들이 많이 없을 거 같으니까 평일에만 와야겠다.,앞으로도 평일에 목욕을 느긋하게 즐길 수 있었으면 좋겠네요.
손자가 활약하는 모습 계속 보려면 일단 내 몸부터 관리를 잘해야겠지.,손자를 오래 보기 위해서라도 건강관리를 꾸준히 잘하셨으면 해요.
평소에 공부를 열심히 했으니 오늘은 게임이나 해야겠어.,게임하면서 즐거운 시간을 보내세요.
고맙다고 문자를 보낼 거야.,언니와의 사이가 더욱 돈독해지길 바랄게요.
대학에 가게 되면 하고 싶은 것도 많아서 기대돼,친구와 같이 하면 더 좋을 거예요
그래서 내가 오늘 기분이 아주 좋다고.,수술이 무사히 끝나시길 기원해요.
은퇴해도 날 써주는 곳이 있고 가계에 보탬까지 되니까 그저 고맙지.,노년에 돈을 벌 수 있는 상황 자체가 고마운거군요?
내가 생명이 위급하면 가족 모두를 불러서 다 한 번씩 보고 가도록 할 거야.,계획한대로 잘 실천되면 좋겠어요.
친한 친구들에게도 알려주어야겠어.,친한 친구들에게도 알려주어서 같이 공부를 잘하게 되면 좋겠어요.
나에게 관심을 가지라고 구박 아닌 구박을 주곤 했어.,남자친구와 대화를 통해 이 상황을 잘 극복했음 좋겠어요.
이제는 마음을 편안하게 먹고 여행도 다니고 먹고 싶은 것도 많이 먹으려고 생각 중이야.,생각하신 대로 여행도 다니시고 먹고 싶은 것도 먹으면서 행복하게 지내시길 바라요.
근데 먼저 미안하다고 하니까 나도 누그러져서 받아줬는데 진짜 잘됐지?,친구사이에 금이 안갔다니 정말 천만다행이에요.
서점에서 요리책을 사곤 해.,서점에서 요리책을 보면서 요리를 하는 습관이 좋은 것 같아요.
와이프와 지금과 같은 사이가 되고 싶어.,그렇게 하기 위해서는 어떻게 해야할까요?
새로운 지식을 더 쌓아서 이전보다 훨씬 높은 성과를 만들어내고 싶어.,이번 회사에서도 뛰어난 능력을 발휘하고 인정받으시기를 바라요.
아프면 다 소용없어.,효은님 가족은 모두 항상 건강하시길 바랄게요.
이모랑 친한데 이모와 이야기를 해봐야겠어.,이모님과의 이야기로 고민 사항이 잘 풀리시기를 바랄게요.
죽을 때 고생하면서 오래 끌고 가는 것도 싫어.,본인과 가족에게 좀 더 편안하고 덜 고생스러운 쪽을 원하시는군요
운동을 꾸준히 하면서 종합비타민 제품을 구매할 예정이야.,운동하고 비타민도 드시면서 건강을 유지하실 예정이시군요.
관리한 보람을 느껴.,앞으로도 늘 건강하시길 바랄게요.
다음 주에는 모임 끝나고 저녁 식사도 한다니 참석해야겠어.,적극적으로 모임에 참석하실 계획이시군요.
오늘 저녁에 딸이 좋아하는 음식들을 잔뜩 해줘야겠다.,딸과 함께 맛있는 저녁 드시고 행복한 하루가 되시길 바라요.
내가 이렇게 편안하게 이 세상을 떠난다는 것을 증명하고 싶어.,얼마 남지 않은 시간 행복하게 보내시길 바랄게요.
돈과 관련된 일이라 스트레스가 진짜 심하네.,스트레스를 해소할 방법이 있으신가요?
오랜만에 일찍 퇴근이라 아내랑 맛있는 저녁 먹고 데이트나 할까 해.,아내 분과의 데이트로 더 좋은 시간이 되길 바라요.
노후준비로 막막했는데 그나마 숨통이 트여서 오늘 흥분이 가라앉지 않아.,추가 수입으로 노후 준비까지 보장된다니 마음이 많이 놓이겠네요.
게임도 하고 유튜브도 볼 거야.,좋은 시간 보내셨으면 좋겠네요.
아내와 내가 금전적인 부분에 대해서 가치관이 서로 맞기 때문에 가능했다고 봐.,두 분의 모습 참 보기좋고 기쁘네요.
내 업무가 자신이 있는 만큼 정부 지원 과제에 도전해 봐야지.,그 도전 응원할게요.
제일 무섭다는 걸 세 번이나 탔지 뭐야.,즐거운 시간 보내시길 바라요.
우리 회사가 분위기가 좋기는해.,좋은 분위기가 평생 이어졌으면 좋겠네요.
나를 아껴주는 사람들에게 실망 주지 않도록 더 열심히 살아 가려해.,실망 주지 않도록 열심히 살아가시길 바랄게요.
건강한 음식을 먹고 운동도 조금씩 해야겠어.,어서 나으셨으면 좋겠어요.
그러니깐 상담직원도 이렇게 완벽한 노후는 흔치 않다고 하네,상담직원분이 그렇게 말씀 하신 정도면 마음이 편하실꺼 같아요
기쁜 것도 기쁜 거지만 태어날 아기에게 좋은 아빠가 될 수 있도록 준비를 착실히 해가야겠어.,어떻게 하면 좋은 아빠가 될 수 있을까요?
친구도 나도 건강에 유의하면서 살아야지.,건강하게 오랫동안 두 분 함께 하시길 바래요.
남자친구랑 만나서 너무 행복해.,기분 좋으시겠어요.
그렇다기보단 수입이 좀 더 생긴 편이야.,재정이 편안해져서 다행이에요.
예쁜 여자 아이돌 연습생이랑 친해져서 사귀고싶어.,네 공식 연예인 커플이 되시길 바랄게요.
아무래도 회사에 다니면서 준비하다 보니까 시간이 부족하달까.,시간이 부족한 점이 가장 큰 문제였군요.
앞으로도 계속 술 약속도 줄이고 운동도 계속하려고.,꾸준히 관리하시길 바랄게요.
사람에 따라 다르겠지만 처음이라면 다큐 프로그램을 보는게 재밋고 좋을거야,흥미를 줄 수 있는 프로그램이나 책을 통해 틈틈히 지식을 쌓아간다면 국사를 재밌게 알아 갈 수 있겠군요
나중에 꼭 식사라도 대접해드려야겠어.,즐거운 식사가 되시길 바랄게요.
업무는 늘어 나겠지만 그만큼 월급도 늘어 날테니 기쁘게 일해야지.,기뻐 하시는 모습보니 저도 기분이 좋아요.
내 또래 친구들 보다는 내가 젊게 살지,지금처럼 자신의 건강을 돌본다면 노년을 활동적으로 보내실 거예요
좋은 사람들이 곁에 있어서 너무 행복해.,좋은 사람들과 함께해 직장생활에 대한 걱정이 적으시군요.
당뇨뿐만 아니라 다른 건강도 주의하도록 엄마를 잘 보살펴야겠어.,요즘 엄마 컨디션좋을때 건강관리 잘해서 계속 건강했으면 좋겠네요.
응 나는 꼭 내 딸에게 사과 되었으면 좋겠어.,꼭 그 꿈이 이루어졌으면 좋겠네요.
적당한 설렘과 안정감이 있어 생각보다 만족스럽네!,지금이 좋고 결혼은 막막하게 느껴진다는 말씀이네요.
고마워 앞으로도 관리를 잘 해야 되겠어.,늘 건강하세요.
그래도 연애는 하고 싶다.,연애는 하고 싶군요.
상처는 금방 낫는다고 신경 쓰지 말라고 해줘서 기분이 좋았어.,언니가 그렇게 말해줘서 정말 잘됐네요.
이율이 낮은데도 원금 보장이 된다는 장점을 부각해 설명하니 내가 손해 볼 일은 없겠다 싶더라고.,원금 보장이 되어 손해를 안 보다니 좋은 것 같네요.
아직 젊으니까 천천히 생각하려고.,저도 그 생각에 동의해요.
나도 집에 먹을게 생기면 윗집 청년에게 가져다 줘야겠어.,윗집 청년에게 음식을 가져다 주면 이웃의 정을 나누길 바랄게요.
밤에 게임하는 시간을 줄여서 가볍게 할 수 있는 홈트레이닝부터 시작해야겠어.,집에서 운동을 조금씩 시작한다면 체력이 점점 더 좋아질 것 같아요.
그렇지 그 사람이랑 결혼하길 잘했다는 생각이 들어.,평생의 동반자를 만나셔서 행복하시겠어요.
집주인에게 맛있는 음식이라도 좀 가져가야겠어.,즐거운 시간 보내시길 바라요.
성적표가 빨리 나오면 좋겠어.,성적표를 받고 지금의 기쁨이 더 커지면 좋겠어요.
중요한 일인 만큼 믿을 수 있는 사람을 선택해야지.,좋은 생각이신 것 같아요.
내 인생에 이런 축복이라니 정말 감사하는 마음 뿐이야.,앞으로 더 행복하시길 바라요!
이제는 재산도 좀 생겼으니 건강을 잘 돌봐야지.,건강을 잘 돌봐서 더 기뻐지면 좋겠어요.
앞으로 행복한 친구 관계로 발전할 수 있지 않을까 싶어,앞으로도 행복한 관계를 유지하고 싶군요.
내가 해주는 맛있는 거 먹으면서 집에서 쉬고 싶어해.,우울때가 서로 기분전환할 수 있는 방법으로 해주면 좋겠어요.
취소하면 위약금이 너무 크게 발생해서 어쩔 수 없어.,즐거운 여행 되었으면 좋겠네요.
주변 이웃과 친해져야겠어.,어서 귀농생활에 적응하시길 바랄게요.
나도 좋은 가족구성원이 되려고 노력해야지.,좋은 결심이세요.
아들과 딸한테 사위와 며느리가 무엇을 좋아하는지 물어봐야겠어!,사위와 며느리가 음식을 맛있게 먹어주었으면 좋겠네요.
응 난 내몸에 대한 믿음이 커.,건강에 대해서 자신에게 신뢰할 수 있는 몸이어서 다행이에요.
예습과 복습을 철저히 해서 다음시험 준비를 할 계획이야.,철저한 예습과 복습이 다음 시험에 도움이 되었으면 좋겠어요.
응 그렇기 때문에 더더욱 선생님을 믿어.,저도 그 마음을 이해해요.
힘든 취업 준비 끝에 대기업에 합격했거든.,앞으로도 잘 되셨으면 좋겠어요.
지금껏 착하게 살았는데 왜 이런 시련이 오는지 화날 지경이야.,정말 가슴이 아프네요.
모임에 나가면 친구들이 질투를 하기도 하는데 은근히 기분이 괜찮아.,앞으로도 운동 열심히 하셔서 지금과 같이 자신감 있는 모습 유지하셨으면 해요.
아들이 공부의 흥미를 잃지 않도록 공부 할 때마다 칭찬을 많이 해야겠어.,칭찬을 받는다면 아드님이 더 공부를 잘하게 될 거에요.
같이 여행도하고 밥도먹고싶어.,같이 뭐든 하면 좋을것같아요.
그냥 좋아하는 마음을 계속 보여줬는데 그게 그 사람에게는 매력이었나봐.,앞으로 좋은 관계 유지해 나가시길 바라요.
내일 병원에 가면 결혼은 했는지 이것저것 물어봐야겠어.,간호사분과 대화가 잘 진행되면 좋을 것 같아요.
신뢰가 깨진다는 것이 너무 힘들어.,주위에 신뢰할 수 있는 좋은 분들이 많이 계실 거예요.
내가 맡은 임무를 꾀부리지 않고 성실하게 해야겠지.,맡은 임무를 성실하게 해서 과장님 같이 부지런한 사람이 되었으면 좋겠어요.
자주 볼 수 없으니 한번 볼 때 더 깊이 있게 신경 쓰고 마음으로 많이 생각하려 한 거지.,남자친구가 변함없는 태도를 보이니 크게 걱정할 일은 없을 거 같아요.
요즘 조금 우울했는데 좋은 계기가 될 수 있을 것 같거든.,우울하셨는데 그런 일이 있어서 정말 잘됐네요! 
내가 할 수 있는 만큼 모든 일을 도울래.,당신과 아내의 건강이 좋게 유지되길 바라요.
대표님께서 좋아하시는 와인을 사드려야겠어.,대표님이 좋아하시길 바랄게요.
처벌을 받을 수 있게 가해자들이 한 만행들을 수집해서 신고할 거야.,신고를 통해 가해자들이 더욱 처벌을 받았으면 좋겠어요.
가게도 물려줬으니 나는 앞으로 마음 편히 치료에 전념해야겠어.,편안히 치료 잘 받으시길 바랄게요.
밥을 잘먹고 건강검진을 잘 받으면 될거 같아.,앞으로도 건강하시길 응원 할깨요.
그러니까 나도 정말 안도했어.,혹시 더 알아보고 싶은 것이 있나요?
옛날 이야기도 하고 밥도 먹고 나서 앞으로도 연락하자고 했어.,앞으로도 연락하고 지내자고 하고 오셨군요.
이제부터 시작이니 더욱 노력해야겠어.,긍정적인 마음가짐으로 시작하려 하시는군요.
먼저 자료를 정리하고 다듬어야 할 것 같아.,네 좋은 포트폴리오를 만들어서 꼭 취업 하시길 바래요.
근력운동도 하고 걷기도 하고.,꾸준히 운동하셔서 건강하세요.
