P,S
평발이어서 걷는 것을 싫어하는데 중간쯤 내려왔을 때는 나 홀로 고립된 기분조차 들더군.,그러셨군요 너무 힘드셨을 것 같아요.
정보들을 찾아봐서 빠르게 은퇴할 수 있는 방법을 찾아봐야겠어.,잘 찾으셔서 고민이 해결되길 바랄게요.
응 도저히 장난으로 넘길 수 없어서 선생님께 말씀드렸어.,선생님께서 잘 해결해주시면 좋겠네요.
사실대로 말하면 엄청 혼날 테니 환불을 받아서 다시 돈을 가져다 놔야겠어.,상황을 되돌려 놓으면서 아빠와의 어려움이 잘 해결되었으면 좋겠어요.
가연이와 이야기를 자주 해야 겠어.,일이 잘 해결되기를 바라요.
조만간 아들이랑 진지하게 대화 한번 해봐야겠어.,좋은 결정이라고 생각해요.
그래야될거같아 내일부터 열심히 운동을할게.,운동을 열심히해서 언니 코를 납작하게해주세요
가족들한테 미안하지만 그래도 나중을 생각하면 부탁해서 같이 가는 게 좋을 것 같아.,검사 결과가 좋게 나오면 좋겠어요.
한탄이 시작된다 싶으면 화장실 간다고 자리를 뜨던지 해서 관심을 딴 데로 돌려야겠어.,그렇게 한 번씩 분위기를 전환하는 것이 긍정적인 관계를 지속하는데도 도움이 될 것 같네요.
지금이라도 저축계획을 잘 세워봐야겠어.,좋은 생각이네요.
나도 열심히 준비해서 친구처럼 취업에 성공해야겠어.,열심히 준비해서 취업에 성공했으면 좋겠어요.
지금 잘 살고 있지만 내면에 있는 복병은 아직도 남아있어.,앞으로는 어떻게 살 생각이세요?
일단 가족들과 이야기를 해보고 이사를 갈 지 나만 혼자 갈지 결정해야겠어.,가족들과의 대화로 가장 좋은 결정을 내리시길 바랄게요.
생각보다도 아주 외롭고 헛헛하네.,헛헛한 마을을 채워줄 사람 만나면 기분이 나아지실 것 같으신가요?
스스로를 칭찬해 주며 생각을 바꾸려고 노력 해야지.,자신에게 칭찬해 주시며 열등감에서 벗어 나시면 좋겠네요.
만성질환 판정을 받아서 병원비가 필요해.,힘내시길 바라요.
응 그래서 너무 부끄러워.,가족들이 원하는 것도 못 해줘서 그런 느낌을 받나봐요.
사십 대인데 거의 준비 못 했어.,힘내시길 바라요.
주변 사람들에게 최대한 도움을 청해야겠어.,당신 주변 사람들의 도움으로 당신이 행복하길 바라요.
자식들과 충분한 대화가 필요할거 같아.,대화를 통해 더 좋은 가족 관계가 되길 바라요.
아무래도 친구랑 둘이서 진지하게 얘기를 해 봐야 될 것 같아.,친구랑 둘이서 진지하게 얘기를 해서 오해가 잘 풀렸으면 좋겠어요.
응 하나하나가 다 선택이고 걱정이 많아,가족분들과 대화를 해보시는건 어떨까요
가족들에게 부탁하고 싶은데 다들 바빠서 어려울거 같아,휴대폰에 알람을 설정해 두시면 기억하기 쉬우실거에요
진지하게 얘기를 해보고 안 되면 이혼을 하는 게 맞는 것 같아.,남편과의 진지한 얘기를 통해 알맞은 선택을 했으면 좋겠어요.
요즘 코로나 때문에 어려운 건 알겠는데 너무 생각이 없는 거 같아서 한심스러워.,자녀분을 한심하게 생각하고 계시군요. 
응 어디 남부끄러워서 말도 못하겠고,주변에 도움을 줄만한 분이 계시면 좋겠네요
나는 잘할 수 있다고 믿으면서 계속 노력해봐야지.,자기 자신을 믿고 꾸준히 노력하려 하시는군요.
주말에 가족들과 자주 식사하는 자리를 마련해 볼까 해.,가족들과의 식사로 화목하게 지낼 수 있었으면 좋겠어요.
친구에게 앞으로 친절하고 착하게 대해 줄 거야.,친구와의 상황이 잘 풀렸으면 좋겠어요.
도움 주지는 못할망정 한두 번도 아니고 동생 볼 면목이 없네.,경제적 문제를 해결할 다른 방법을 찾을 수 없어 속이 상하시겠어요.
간단한 일자리라도 알아보는 게 좋겠어.,좋은 일자리를 구하시길 바랄게요.
나라면 오래오래 아껴 썼을 거야.,현명하게 판단해서 재정을 잘 관리했으면 좋겠어요.
그렇게 말해줘서 고마워.,친구도 분명 당신의 마음을 알고 있을거에요.
사업을 한다며 돈을 달라잖아.,그런 일이 있다면 정말 혼란스럽겠네요.
건강한 것도 모자라 수의에다 누울 자리까지 다 준비했다니 건강하지 못한 내가 한심스럽기 짝이 없는 것 같아. ,몸이 안 좋으신가 보네요.
몇 년 더 지나면 또 더 늙을텐데 미리 관리 하는 것도 좋을 것 같아.,너무 조급해하지 마시고 차분히 생각해보세요.
하루 이틀도 아니고 매일 저러니 잔소리를 안 할 수가 없지.,따님이 얼른 어머니의 말씀을 잘 받아들이길 바랄게요.
팀원들에게 실수를 해서 미안하다고 진심으로 사과해야겠어.,꼭 좋은 방향으로 풀리길 바라요.
연희 엄마랑 친해져서 그런 정보들은 어디서 구했는지 물어볼래.,꼭 사용자님께서 원하시는 대로 풀리길 바라요.
크게 소리쳐서 지나가는 사람에게 도움을 구해볼래.,무사히 구멍에서 나오시길 바랄게요.
도망가는 것은 비겁해,일단 살고 봐야죠
새로운 기술을 일단 취미로 더 배우면서 진지하게 고민해 봐야겠어.,취미로 배우는 시간 동안 스스로 잘 결정해서 지금 고민을 잘 해결되길 바라요.
그래도 실수했다는걸 말해야겠지.,좋은 생각이네요.
곧 추석인데 친척들보기 부끄러워.,잘 해내실거라 믿어요.
오랜만에 우리 손자들이나 보러 가야겠어.,가족들과 즐거운 시간 보내며 기분이 풀리시면 좋겠어요.
내 진로를 아무도 관여하지 않았으면 좋겠어.,누가 자꾸 진로를 간섭하나요?
좀 더 공부했으면 좋겠는데.,아드님이 학업을 계속하기 위해 어떻게 말 할 생각이신가요?
동생은 혐오스러워.,동생이 혐오스럽군요.
글쎄 적응하기 힘든 사람들이지만 내가 일을 하려면 다시 잘 사귀어 봐야겠어.,잘 되실 거예요 응원해요.
딸이 사춘기가 온 것 같으니 최대한 살펴 가며 얘기를 해봐야겠어.,대화를 통해 딸과 사이가 좋아지길 바라요.
그래도 가족들을 위해서 힘내야지.,곧 좋아지실 거예요.
키 크려고 우유를 열심히 마시고 줄넘기도 하는 중이야.,우유를 열심히 마시고 원하시는 대로 키가 쑥쑥 자라길 바라요.
내 몸은 내가 챙겨야 하는데 이제 와서 후회가 막심하네.,주변의 걱정에도 불구하고 자기관리에 소홀했던 것에 죄책감을 느끼시나 봐요. 
엄마랑 진지한 대화를 나눠봐야겠어,어머니와의 대화를 통해서 잘 해결되면 좋겠군요.
나도 하고 싶었던 일이 있었는데 지금 시작해도 될지 고민이야.,신중하게 고민하셔서 좋은 결론 내시길 바라요.
직무능력을 향상할 수 있는 강의가 있는지 한번 찾아봐야겠어.,강의를 듣고 창작력과 기획력이 다시 향상되었으면 좋겠어요.
병에 대한 얘기는 않고 말동무가 되어드려야겠어.,할아버지가 부디 행복을 느끼시길 바라요.
그게 뭐 어려운 일이라고 한 마디 뱉지를 못했는지 정말 바보 같아.,친구들 앞에서 용기를 내기 위해 구체적인 노력을 해보신 적 있으신가요?
다시 한번 진지하게 부모님께 얘기를 하는 방법이 좋을 것 같아.,다시 한번 부모님께 얘기를 해서 좋은 해결책이 생기길 바랄게요.
자식도 와이프도 있어서 상황이 다르지만 죽음은 외롭게 느껴질 것 같아.,고독사 기사를 통해 죽음을 새삼 다시 생각해보신거군요?
약만 먹었었는데 이제부터는 의사한테 가서 주사라도 맞아야 되려나 봐.,병원에 가보시고 관리 잘하셔서 주위 사람들과 잘 어울리셨으면 좋겠어요.
내일 집으로 인사하러 온다는데 어떻게 해야 할지 모르겠어.,갑자기 온다고 해서 당황스러우시군요.
일단 그 친구에게 사과를 하고 왜 찼는지 물어봐야 할 것 같아.,그렇게 하는 것도 좋은 방법 같네요.
응 너무 싫어.,혐오감이 들었겠네요.
맛있는 걸 먹으면 기분이 나아질 것 같아.,맛있는 것을 먹으며 기분이 풀렸으면 좋겠어요.
초반에는 허리 다친 것에 대한 상심이 컸는데 아내에게 미안한 마음 뿐이야.,생계를 혼자 책임지는 아내 분께 많이 미안하시겠어요.
혼자만의 시간을 가지고 앞으로 어떻게 지낼지 마음 정리를 해봐야겠어.,혼자만의 시간을 가져서 지금의 상황을 잘 극복하길 바라요.
서로 도울 수 있으면 좋지만 이번 건은 거절을 해야겠어.,지금 사정을 김 영감님이 잘 전달받아 원만히 풀렸으면 좋겠어요.
더 자주 연락하고 찾아볼 걸 후회가 밀려와.,사촌 언니를 자주 만나지 못해 후회하고 계시군요.
내가 실적을 올리기 위해 노력해야 할 것 같아.,실적이 오르시기를 응원할게요.
이제 우리는 건강을 챙기지 않으면 큰일 날 나이니 아내가 다이어트를 하도록 대화로 설득해야겠어.,대화를 통해서 성공적으로 설득이 이루어지기를 바라요.
좋은결과가 있기를 바랄게요 힘내세요.,어제 내 잘못때문에 대신 혼나신 과장님한테 너무 죄송스러워.
여유 자금으로 투자할 수 있는 좋은 투자처를 찾아 봐야겠어.,좋은 투자처를 찾아서 문제가 잘 해결되기를 바랄게요.
부모님한테 형만 칭찬해서 서운하다고 얘기할 거야.,부모님과의 대화로 상황이 나아지길 바라요.
부모님께 가서 얘기하고 물어봐야겠어.,부모님께 가서 잘 말씀드리고 이 상황을 잘 극복하면 좋겠어요.
어차피 계속 무시당하고 따돌림받을 거 같으면 직접적으로 물어보는 게 좋을 것 같아.,직접적으로 물어봐서 친구와 잘 해결되었으면 좋겠어요.
조금만 성의를 보여 주면 좋겠어.,마음을 열고 대화하며 외로움을 이겨 내시면 좋겠네요.
선생님이랑 부모님한테 한번 말해봐야겠어.,사용자님의 일이 잘 풀렸으면 좋겠어요.
아내에게 어떻게 이야기하지.,그것도 고민이 시겠네요.
친구들과 만나서 수다 좀 떨면 좀 괜찮아질 거 같아.,친구들과 대화를 나누면서 스트레스를 날려버리셨으면 좋겠어요.
친구에게 전화를 걸어 나의 우울함과 당황스러움을 털어 놓고 싶어.,지금 감정을 나눌 수 있는 사람이 있어 다행이에요.
몇 푼 안 되지만 다행히 직장에 다니고 있지.,적긴 하지만 계속 일을 하고 계신다니 정말 다행이에요.
열심히 치료받고 얼른 나아서 엄마 노릇해 줘야지.,치료 잘 받으시고 따님과도 좋은 일만 있으셨으면 좋겠어요.
한번 생각을 해보기는 했었는데 이렇게 갑작스럽게 얘기를 할 줄 몰랐어.,결혼에 대해서 생각해 보신 적은 있으신가요?
혈압이 계속 올라가는데 안압까지 수치가 올라가서 걱정이야.,앞으로 관리에 많이 주의하셔서 오랫동안 건강 하시기를 바랄게요.
동생만큼 좀 더 열심히 공부해보려고.,열심히 하신 만큼 좋은 결과가 나올거에요.
난 그때 노래 잘 부를 친구에게 마이크를 넘기면서 불러달라고 하지.,재치 있는 행동으로 긴장감이 해소되면 좋겠네요.
제발 그랬으면 좋겠다.,노력한 만큼 언젠가 다 빛을 발하게 될거에요.
내일 학교에 가는 게 너무 걱정돼.,걱정을 덜 수 있는 방법이 있을까요?
친구랑 이야기를 해봐야겠어.,친구와 이야기가 잘 되었으면 좋겠어요.
잘못 보냈다고 다시 문자를 보냈었는데 이번에도 다시 문자를 보내야겠어.,다시 문자를 보내서 기분이 풀렸으면 좋겠어요.
나랑 정말 많이 친한 친구에게만 비밀로 살짝 말해봐야겠어.,꼭 지금이 상황을 극복하셨으면 좋겠어요.
공부를 시작하기 전에 계획을 구체적으로 세우는 게 좋을 것 같아.,계획을 구체적으로 세우는 게 좋겠다고 생각하시는군요.
점원한테 겨우 물었는데 참 창피하더군. ,눈 건강에 신경을 많이 쓰셔야겠네요.
그런 사람한테 누가 좋은 감정이 생기겠어.,어떻게 하면 좋은 감정이 생길까요?
이제 애들도 다 컸으니 여기 생활 정리해서 다음 달에 한국 들어갈 거야.,그렇게 하셔서 남편분과 행복하게 사시길 바라요.
선생님께 말씀드려 볼거야.,잘 풀렸으면 좋겠어요.
내가 너무 한심한 것 같아.,힘내세요.
너도 두려울때 있을거 아니야,난 당신을 생각하며 두려움을 이길겁니다
아무래도 정말 피부 관리를 좀 받아볼까 봐.,피부 관리 받으시고 불안한 마음이 해소되었으면 좋겠네요.
운동해야 하는데 엄두가 안 나.,간단히 하는 운동을 생각해 본다면 뭐가 있을까요?
나보다 더 힘든 사람도 많다고 생각해야겠어.,그러한 생각으로 기분이 나아졌으면 좋겠어요.
테스트 결과보다는 내가 좋아하는 일을 할꺼야.,그거 좋은 생각 같아요.
남편의 말을 많이 들어주고 같이 운동을 하는 것도 좋다고 해서 배려하면서 차분히 도와줄 거야.,남편을 위해 바람직한 생각을 하시고 있는 것 같아 안심됩니다.
그러니까 잘 키우는게 정말 힘들어요,죽어서 저랬으면 살아서도 부모대접 못받았을거 같은데 불상하네요
성 정체성에 대한 작은 책을 하나 선물해드리고 싶네.,책 선물을 통해서 어머니와 관계가 좋아지길 바랄게요.
친구한테 어서 가서 화해해야겠어.,친구와 화해하고 미안하고 속상한 마음이 사라지길 바라요.
우선 가장 급한 일인 병원비 마련부터 해결하고 천천히 상황을 정리해야겠어.,모든 일들이 다 잘 해결되기를 바라요.
운동을 해서 젊은 애들 만큼 몸을 좀 만들어 봐야겠어.,운동 열심히 하셔서 옷이 멋지게 어울리길 바랄게요.
일단 내일 다시 수정해서 제대로 보고를 드릴 생각이야.,계획대로 잘하셔서 기분이 나아졌으면 좋겠어요.
솔직하게 사과하고 맛있는 걸 먹으러 같이 나가야겠어.,서로에게 미안한 마음이 풀어지시길 바랄게요. 
손자들을 위해 건강하고 맛있는 건강식을 찾아봐야겠어.,맛있는 건강식으로 손자들에게 인기 만점 할머니가 되셨으면 좋겠어요.
가끔 일어날때 별이 보일 때가 있어지.,너무 당황하지 마시고 병원 처방대로 하시며 건강을 지키시면 좋겠네요.
그래 그렇게 말하면 아빠도 나에게 관심을 더 주실거야,그렇게 말하신다면 아버님도 작성자님도 조금더 화목한 관계가 될거에요.
우선은 내가 미안하다고 먼저 손을 내밀어보려고.,잘 화해하시길 응원할게요.
하고싶지않아 뭔가 지는것 같다고.,여자의 매력은 외모가 전부는 아니에요 더 좋은 여자를 만날거에요.
난 남자는 남자답게 여자는 여자답게 살아가야 된다고 봐.,남자와 여자가 구분된 인생을 생각하시나 봐요.
병원에 들러서 의사에게 상담을 받아야겠어.,의사와의 상담을 통해서 나아지셨으면 좋겠어요.
친구들은 더 젊어지는 것 같은데 난 왜 이 모양인지 모르겠어.,동창분들에게 열등감이 드셨군요.
맞아. 지금이라도 정신차리고 잘 지내주면 좋을텐데 내 말을 들으려고 하지 않는것 같아,따끔하게 혼내는것 보다 마음을 열고 이야기 해보는 것도 좋을 것 같아요
정신과까지 가야할 일일까?,사랑하는 사람과 결혼을 해도 살면서 다양한 문제에 부딪히는데 이런 경우라면 더 힘들 것 같아요.
생색을 내서 당황스럽지만 사실 친구가 오면 의지가 되고 좋은 부분이 큰 것 같아.,친구분이 오시면 의지가 되는 좋은 부분도 있으시군요.
꾸준히 운동하고 약도 잘 챙겨야겠어.,좋은 결과가 있을 거예요.
밥을 혼자 먹으니까 남들이 보기에 너무 불쌍해 보일까 봐 신경 쓰이거든.,먼저 다가가는 것이 친구를 사귀기에 유리하다고 생각하실까요?
친구들 만나서 수다떨면 그게 최고지.,친구들과의 대화로 기분이 풀렸으면 좋겠어요.
근데 듣고 나니 그 사람 잘 못이면 어떻게 하지? ,그 분의 잘못이 맞을까봐 걱정이 되시는 군요.
다음부터 열심히 해서 성적을 잘 받으면 기분이 좋을 것 같아.,다음 시험에 좋은 성적을 받으면 기분이 좋아지시겠네요.
부모님 쉴 때 이야기 좀 해야겠어.,잘 되시길 바래요.
내가 비록 소심한 성격일지라도 단호히 거절해 볼 거야.,지금의 다짐으로 상황이 나아졌으면 좋겠네요.
친구한테 미안해서 못만나겠어 사과는 해야하는데.,친구분이랑 잘 풀렸으면 좋겠어요.
두렵지만 가서 솔직하게 죄송하다고 말씀드리고 사죄해야지 뭐.,상사분에게 솔직하게 사과하셔서 잘 마무리하시길 바라요.
말린다고 말려질지 아님 이대로 둬야할지 얘기는 해 봐야지.,따님이 현명한 선택을 하심 좋겠네요.
과일장수에게 동정을 받다니 당황스러웠어.,마음을 추스르고 좋은 기분으로 나머지 시간을 보내시길 바라요.
요즘 친구들이 가지는 삶에 대한 자세가 다르기도 하지만 아무튼 내가 볼때 한심해 보였어.,요즘 친구들을 더 많이 이해할 수 있는 대화의 자리가 있으면 좋겠네요.
그 아이에게 내 마음을 얘기해야겠어.,마음을 전달하셔서 원하시는 결과 얻길 바라요.
응 그래서 너무 죄책감이 들어.,재정적으로 죄책감이 드시겠어요.
주변 동료들에게 우산이 있으면 같이 쓰고 가자고 해야겠어.,집까지 무사히 가길 바라요.
가족들한테 물어봐야겠어.,큰 일이 난 건 아니길 바랄게요.
이렇게 빠를 줄은 몰랐지만 계획은 하고 있었으니 잘 이끌어 줄 수 있었으면 좋겠어.,아드님께서 이어받은 회사 경영을 잘 하시길 바라요.
앞으로 더 노력해서 내스스로 가난에서 벗어나야겠어.,생각한 대로 일이 잘 해결되었으면 좋겠어요.
나의 어떤 부분이 문제인지 친구들에게 물어봐야겠어.,친구들과의 대화를 통해서 잘 해결되길 바랄게요.
그림 그리기를 좋아해서 틈틈이 그림을 그리곤 해.,걱정거리를 떨쳐버리기 위해 그림을 그리시는군요.
주말에 둘이 함께 미용실에 머리를 하러 가자고 자연스럽게 말해 보면 어떨까 싶어.,어머니와 함께 마음에 드는 헤어스타일을 찾으실 수 있었으면 좋겠어요.
집에서 즐길 수 있는 무언가를 찾아야겠어.,꼭 찾으시길 바랄게요.
변호사랑 상담해서 법의 도움을 받아볼 생각이야.,이번 일이 잘 해결됐으면 좋겠네요.
재미없다고 연필도 안 잡아.,공부에 흥미 없는 자식들 때문에 속상하시겠어요.
은퇴가 아니라 노후 준비를 하고 있다고 소개해보면 어떨까 싶어.,사람들 앞에서 당당하게 은퇴 후의 삶을 이야기할 수 있으면 좋겠어요.
직원과 근무 태도에 대해서 대화를 좀 해봐야겠어.,직원과 대화가 잘 풀렸으면 좋겠어요.
응 나 혼자 맡은 일이야.,혼자 맡은 일이 많아서 외로우시겠어요.
좋아하는 음악도 듣고 영상을 보면서 취미생활을 즐기고 있어.,즐거운 취미생활이 되었으면 좋겠어요.
병문안이라도 자주 가서 즐거운 과거를 함께 얘기하고 싶어.,즐거운 과거를 떠올리며 기분이 전환되길 바랄게요.
팀원들이 나를 불편해 하는 것 같으니 먼저 다가가야겠어.,팀원들과의 관계가 더 나아져 외로움을 더 이상 느끼지 않으셨으면 좋겠어요.
앞으로 노인정에 못나가면 김영감 때문일거야.,한 분 때문에 노인정도 못가면 섭섭하실것 같아요.
내가 아내를 위해서 같이 공원에 가서 함께 걸어야겠어.,아내를 향한 사용자님의 마음을 아내 분도 알아주길 바랄게요.
돌아가시기 전 날에 집으로 오라는 전화를 받았는데 그 다음날 갔더니 돌아가셨어.,못 간 것에 대한 죄책감으로 힘들어하시는군요.
텔레비전을 보거나 책이라도 읽어야겠어.,텔레비전이나 책으로 인해 외로움이 조금이라도 회복되었으면 좋겠어요.
업무를 파악해 나가는 가이드를 만들어서 공유해보는 건 어떨까 생각중이야.,업무 가이드를 잘 만들어 앞으로는 그런 한심한 모습을 보지 안아도되길 바랄게요.
지금 회사도 편하고 좋지만 미래를 위해 이직하는 것이 좋을 것 같아.,좋은 결과가 있으시길 바랄게요.
아내에게 내 생각을 전하고 다시는 그러지 않겠다는 다짐을 받을 거야.,아내와 대화를 잘 나누시기를 바라요.
가족들한테 사과하고 다 같이 힘을 내서 일어서야지.,다 같이 힘을 내서 상황을 잘 극복하면 좋겠어요.
딸에게 물어봐야겠어.,딸과의 대화로 고민이 해결됐으면 좋겠어요.
몰라 나중에 더 생각해볼래.,시간이 지나면 더 좋은 방법을 찾을 수 있을 거에요.
우리 모두 오십 대야.,항상 응원할게요.
조금 더 아껴서 적금을 하나 더 들어야겠어.,새로 적금을 들어서 조금 더 많은 돈을 모으길 바라요.
그래야될거같아 내일부터는 일찍자서 회사에서 졸지않을게.,회사에서 안졸면  더욱 좋은 업무성과를 낼거에요.
내 성격이 소심해서 어떤 노력도 아직 못하고 있어.,직장 동료의 이야기를 경청하고 공감해주는 것부터 시작하면 조금 쉬울까요?
언니한테 좋은 책을 추천해줘서 책을 읽으라고 해야겠어.,책을 추천해줘서 상황이 좋아지길 바라요.
그래야될거같아 그래야 애들이 이제 숙제를 해올거같아.,선생님께 말씀드리면 그친구들도 숙제를 해올거같아요.
나의 열심히 산 인생을 딸에게 들려줄 거야.,당신의 진솔한 말을 듣고 딸의 당신에 대한 원망이 사라지길 바라요.
아침 회의 참석하지 못했어.,오늘 아침 회의는 중요한 회의였나요?
치료를 받게 할 거야 그리고 내가 간호도 할 거야.,치료를 받아 꼭 극복하기 바라요.
그런거같아 그친구들곁에는 안갈려고.,그런친구들말고 더좋은 친구들이랑 어울리시는게 좋을거같아요.
도움을 준 사람들에게 맛있는 저녁을 사줘야겠어.,도움을 준 사람들에게 마음이 잘 전달됐으면 좋겠어요.
좋아지긴 하지만 너무 창피해.,수술이 창피하게 느껴지시는군요.
발표 연습을 많이 해봐야겠어.,주변에 도움을 줄 만한 사람이 있었으면 좋겠어요.
사회생활이란 정말 버티기 쉽지 않은 것 같아.,저는 사회생활을 해본 적 없지만 그 마음만은 충분히 이해해요.
친구와 술 대신 보양식을 먹으러 다니면서 몸 보신시켜줘야겠어.,술 보다는 맛있는 음식을 함께 먹는 게 훨씬 도움이 되겠네요.
앞으로의 상황을 위해 재정에 대한 계획을 철저하게 세워야겠어.,계획이 잘 세워져서 앞으로의 상황이 좋아지면 좋겠어요.
같은 처지의 친구들과 술 한 잔으로 훌훌 털어버려야겠어.,친구들과의 만남으로 좋은 기분 전환이 되었으면 좋겠어요.
그럼 선생님의 질문에 대답을 해야겠지?,네
올해 쉰아홉이야.,힘내시길 바라요.
서로 잘 챙겨 줘.,우애가 있으니 걱정 마시고 화목하게 지내면 좋겠네요.
잠은 밤에나 자야지 어린애들이 무슨 잠을 그렇게 많이 잔대.,딸들의 잠자는 습관에 불만이 많으시네요.
더 이야기 하거나 고쳐주는 방법을 알려줘야지.,직원이 잘 알아들어야 할 텐데요.
다른 부서에 있는 친구와 메신저로 이야기하면 답답함이 조금 나아져.,회사생활을 함께할 수 있는 좋은 친구가 있어서 다행이에요.
늙고 약하다고 날 무시하면 당연히 안 되는 거라고 생각해.,사용자님의 말이 백 번 옳다고 생각해요.
왜 그런 생각이 들었나요?,맨날 학원 숙제에 학교 숙제에 나도 이제 지쳤어.
그래도 좋은 분이랑 결혼 하신것같아요.,그게 싫어 생긴것도 나보다 못생긴게 시집을 잘가다니.
장기자랑 연습에 더 매진해야겠어.,장기자랑에서 좋은 결과를 냈으면 좋겠어요.
다른 친구들과 비교하면 나는 너무 한심하게 세월을 보낸 것 같아 기분이 좋지 않아.,남들보다 잘한 것은 무엇이 있을까요?
당황스러웠지만 나의 모습인 거 같기도 해서 말없이 보면서 준비를 해야겠다는 생각을 했어.,준비를 잘 하셔서 당황하지 않으셨으면 좋겠네요.
우선 가수가 되고 싶은 이유를 차근차근 적어서 보여드리려고 해.,대화를 통해 어머니께서 의견을 이해해주셨으면 좋겠어요.
많이 부끄러우셨군요.,넘어졌는데 일어나지를 못하겠더라니깐.
아니 더 힘들고 슬플거 같아,미안해요. 위로가 되지 못했네요
걷기 운동과 근력운동 건강기능식품 섭취 등 여러 가지 방법이 있겠지.,화이팅하시기 바랍니다.
회장을 맡기 전에는 쪽방에 살다가 회장 하면서 새 집으로 이사 가고 쇼핑도 많이 하더라고.,노인정 회장의 의심스러운 행동의 사실 여부가 밝혀졌으면 좋겠네요.
아직 손해를 봤지만 더 둔다면 오른다고 하네.,남편분 말씀대로 투자성과가 나시길 바랍니다.
나이가 있어 쉬면 계속 일자리가 지속이 안되는 것이 두려워요.,쉬면 일자리가 없을까 두려우시군요.
우선은 그냥 두고보다가 결정하려고.,좋은 해결방법이 있길 바랄게요.
친구한테 직접 가서 물어볼 생각이야.,친구와 대화가 잘 풀렸으면 좋겠어요.
응 그래서 죄책감이 들어.,돈에 대해 고민이 많으시겠네요.
좀 더 나 자신에 대해 자신감을 가져야 할 것 같아.,본인이 가장 잘 아는 것 같아요.
사실대로 말하고 앞으로 안물어보게 하는게 낫겠어.,생각한대로 잘 해결되면 좋겠어요.
밖에서 스포츠 활동을 통해 젊은 친구들을 사귀면서 가까워져야겠어.,원하는 결과를 얻으셨으면 좋겠어요.
그러고 싶지만 오히려 더 답답해지기만하고 대화나눌수록 더 막막하게 느껴저.,그럼 음악이라도 한곡 들어보는건 어떠세요?
얘기를 해도 별로 관심없는 표시를 내더라고.,고민도 많은데 가족들이 관심도 없어서 더 외로우시겠네요.
폐지를 주워 모아서 내가 돈을 벌 수 있다는 걸 보여줄 거야.,폐지 줍기가 생계에 도움이 되면 좋겠네요.
날 많이 의지하고 나와 이야기 하는 걸 좋아하셨는데.,어머니께서 선생님을 많이 의지하셨군요.
가족들이랑 하루도 좋으니 여행 가고 싶어.,여행을 같이 가면 외롭지 않고 행복하겠어요.
죽음이 다가오는 기분이야.,그런 기분이시군요.
나 혼자 천천히 생각을 정리하고 아내와 대화하며 푼 적이 있어.,이번에도 대화로 잘 풀렸으면 좋겠어요.
이제부터 항상 기록하는 습관을 갖고 주식공부 좀 해야겠어.,기록하는 습관과 주식공부가 도움 된다고 생각하시게 되셨네요.
아무래도 이야기해봐야겠어.,팀장님께 직접 말씀하시기로 생각하셨나 보네요.
내 의지랑 할수 있다는 모습을 보여주면 나도 할 수 있을거야.,자신감 있는 모습으로 도전한다면 어머님도 적극 지지 해주실거에요.
어머니의 관심을 많이 받는 언니 때문에 너무 화가 나.,그래도 당신이 너무 열등감을 느끼지 않았으면 좋겠어요.
팀원들에게 먼저 다가가거나 친해지려고 노력을 해봐야겠어.,그 노력으로 팀원들과 잘 지내 고민이 없어지길 바라요.
물론 나도 이전에 했던 활동들이 있는데 그게 도움이 되었다고 생각해.,수정 님도 이전에 기울인 노력이 있네요.
머리가 지끈거리니 일단 잠 한 숨 자야겠어.,충분한 휴식과 안정으로 마음이 편안해진다면 좋겠어요.
다음에는 여자의사선생님한테 받아야 겠어 그러면 진료 받기가 편할 것 같아.,여자의사선생님이 편하면 그렇게 하는게 좋을 것 같아요.
친척들에게 온 이유를 물어봐야겠어.,친척들과 대화로 잘 풀면 좋겠어요.
사내 동호회에 가입해서 주말모임에 참석하면 좋을 것 같아.,동호회를 통해 즐거워지셨으면 좋겠어요.
여자친구가 어떤 생각으로 꺼낸 이야기인지 모르겠어.,앞으로 여자친구에게 어떻게 말 할 생각이신가요?
서류 내용이 바 뀐게  탐탁치 않아,오류는 어디서든 있을수 있으니까요
산부인과에 가서 진찰을 받아봐야겠어.,산부인과 전문의에게 진료를 받으면 해답을 찾을 수 있을 거예요.
친언니한테라도 손을 벌려 봐야겠네 빌려져야 할텐데.,돈을 빌릴 수 있을 거예요.
가족들과 상의해서 적금도 들고 부업으로 할 만한 게 있는지 알아봐야겠어.,가족과 함께 대화하며 잘 해결해나가시면 좋겠어요.
솔직하게 성적이 낮은 이유를 밝히고 다음엔 잘 하겠다고 할거야.,솔직한 말을 듣고 부모님도 이해해주시길 바랄게요.
나도 다른 아이들처럼 가족과 대화를 나누고 싶어.,가족들과 대화를 나눌 방법이 있지 않을까요?
선배 동료에게 배워야지.,빨리 회사 업무를 잘 배워서 즐겁게 직장생활을 하면 좋겠습니다.
그냥 아무렇지 않은 척 해보려고.,동료직원이 아무 일 없었다는 듯이 대해줬으면 좋겠네요.
다행히 나는 넉넉하지는 않아도 준비를 해서 다행이야.,그런 사용자님의 준비성이 존경스러워요.
뭐든지 간에 도박부터 끊게 만들어야지.,도박을 그만두고 친구가 건강한 몸과 정신으로 살아가기를 바라게 되네요.
